FATALITY_YEAR,FATALITY_MONTH,DEPLOYMENT_PROVINCE,count
1970,Jul,Lam Dong,3
1970,Jul,Long An,1
1970,Jul,Long Khanh,11
1970,Jul,Ninh Thuan,3
1970,Jul,Phong Dinh,1
1970,Jul,Phu Yen,2
1970,Jul,Phuoc Long,26
1970,Jul,Quang Duc,1
1970,Jul,Quang Nam,60
1970,Jul,Quang Ngai,30
1970,Jul,Quang Tin,36
1970,Jul,Quang Tri,16
1970,Jul,Tay Ninh,30
1970,Jul,Thua Thien - Hue,92
1970,Jul,Tuyen Duc,9
1970,Jul,Unknown,17
1970,Jul,Vinh Long,1
1970,Jun,An Giang,1
1970,Jun,An Xugen,1
1970,Jun,Bac Lieu,1
1970,Jun,Binh Dinh,50
1970,Jun,Binh Duong,17
1970,Jun,Binh Long,7
1970,Jun,Binh Thuan,1
1970,Jun,Binh Thuy,5
1970,Jun,Chau Doc,3
1970,Jun,Dinh Tuong,1
1970,Jun,Dong Nai,6
1970,Jun,Gia Lai,12
1970,Jun,Go Cong,1
1970,Jun,Ho Chi Minh City|Ho Chi Minh,4
1970,Jun,Hua Nghia,6
1970,Jun,Khanh Hoa,4
1970,Jun,Kien Giang,1
1970,Jun,Kien Hoa,1
1970,Jun,Kien Phong,1
1970,Jun,Kien Tuong,1
1970,Jun,Kon Tum,6
1970,Jun,Lam Dong,4
1970,Jun,Long An,1
1970,Jun,Long Khanh,3
1970,Jun,Offshore,1
1970,Jun,Phong Dinh,14
1970,Jun,Phu Yen,2
1970,Jun,Phuoc Long,11
1970,Jun,Quang Duc,1
1970,Jun,Quang Nam,68
1970,Jun,Quang Ngai,19
1970,Jun,Quang Tin,38
1970,Jun,Quang Tri,20
1970,Jun,Tay Ninh,32
1970,Jun,Thua Thien - Hue,54
1970,Jun,Tuyen Duc,2
1970,Jun,Unknown,124
1970,Jun,Vinh Long,1
1970,Mar,Ba Ria - VTau|Ba Ria-Vung Tau,16
1970,Mar,Ba Xugen,7
1970,Mar,Binh Dinh,40
1970,Mar,Binh Duong,27
1970,Mar,Binh Long,14
1970,Mar,Binh Thuan,2
1970,Mar,Binh Thuy,7
1970,Mar,Chau Doc,1
1970,Mar,Chuong Thien,1
1970,Mar,Dak Lak|Dac Lac,3
1970,Mar,Dinh Tuong,1
1970,Mar,Dong Nai,20
1970,Mar,Gia Lai,6
1970,Mar,Ho Chi Minh City|Ho Chi Minh,3
1970,Mar,Hua Nghia,11
1970,Mar,Khanh Hoa,9
1970,Mar,Kien Giang,9
1970,Mar,Kien Tuong,4
1970,Mar,Kon Tum,1
1970,Mar,Lam Dong,3
1970,Mar,Long An,9
1970,Mar,Long Khanh,8
1970,Mar,Ninh Thuan,2
1970,Mar,Offshore,1
1970,Mar,Phu Bon,2
1970,Mar,Phuoc Long,36
1970,Mar,Quang Duc,6
1970,Mar,Quang Nam,118
1970,Mar,Quang Ngai,52
1970,Mar,Quang Tin,34
1970,Mar,Quang Tri,15
1970,Mar,Tay Ninh,66
1970,Mar,Thua Thien - Hue,78
1970,Mar,Tuyen Duc,5
1970,Mar,Unknown,13
1970,Mar,Vinh Binh,1
1970,May,An Xugen,2
1970,May,Ba Xugen,2
1970,May,Binh Dinh,38
1970,May,Binh Duong,10
1970,May,Binh Long,10
1970,May,Binh Thuan,12
1970,May,Binh Thuy,6
1970,May,Chau Doc,2
1970,May,Chuong Thien,1
1970,May,Dak Lak|Dac Lac,1
1970,May,Dinh Tuong,5
1970,May,Dong Nai,4
1970,May,Gia Lai,44
1970,May,Go Cong,2
1970,May,Ho Chi Minh City|Ho Chi Minh,2
1970,May,Hua Nghia,7
1970,May,Khanh Hoa,9
1970,May,Kien Giang,4
1970,May,Kien Hoa,2
1970,May,Kien Tuong,1
1970,May,Kon Tum,14
1970,May,Long An,2
1970,May,Long Khanh,1
1970,May,Ninh Thuan,1
1970,May,Offshore,4
1970,May,Phong Dinh,2
1970,May,Phu Yen,4
1970,May,Phuoc Long,12
1970,May,Quang Duc,5
1970,May,Quang Nam,64
1970,May,Quang Ngai,61
1970,May,Quang Tin,56
1970,May,Quang Tri,74
1970,May,Tay Ninh,30
1970,May,Thua Thien - Hue,123
1970,May,Tuyen Duc,2
1970,May,Unknown,269
1970,May,Vinh Binh,4
1970,May,Vinh Long,1
1970,Nov,An Xugen,1
1970,Nov,Binh Dinh,26
1970,Nov,Binh Duong,12
1970,Nov,Binh Long,1
1970,Nov,Binh Thuan,2
1970,Nov,Binh Thuy,2
1970,Nov,Chau Doc,1
1970,Nov,Dak Lak|Dac Lac,2
1970,Nov,Dinh Tuong,2
1970,Nov,Dong Nai,18
1970,Nov,Gia Lai,6
1970,Nov,Ho Chi Minh City|Ho Chi Minh,3
1970,Nov,Hua Nghia,3
1970,Nov,Khanh Hoa,8
1970,Nov,Kien Giang,5
1970,Nov,Kien Hoa,2
1970,Nov,Kien Phong,1
1970,Nov,Kon Tum,1
1970,Nov,Lam Dong,1
1970,Nov,Long Khanh,7
1970,Nov,Ninh Thuan,7
1970,Nov,Phong Dinh,4
1970,Nov,Phu Yen,5
1970,Nov,Phuoc Long,2
1970,Nov,Quang Nam,46
1970,Nov,Quang Ngai,45
1970,Nov,Quang Tin,24
1970,Nov,Quang Tri,7
1970,Nov,Tay Ninh,1
1970,Nov,Thua Thien - Hue,28
1970,Nov,Tuyen Duc,2
1970,Nov,Unknown,9
1970,Nov,Vinh Long,3
1970,Oct,An Xugen,2
1970,Oct,Ba Ria - VTau|Ba Ria-Vung Tau,5
1970,Oct,Ba Xugen,2
1970,Oct,Binh Dinh,42
1970,Oct,Binh Duong,15
1970,Oct,Binh Thuan,1
1970,Oct,Binh Thuy,5
1970,Oct,Chuong Thien,1
1970,Oct,Dak Lak|Dac Lac,3
1970,Oct,Dong Nai,11
1970,Oct,Gia Lai,4
1970,Oct,Ho Chi Minh City|Ho Chi Minh,1
1970,Oct,Khanh Hoa,8
1970,Oct,Kien Giang,1
1970,Oct,Kien Hoa,2
1970,Oct,Kien Tuong,1
1970,Oct,Kon Tum,1
1970,Oct,Lam Dong,3
1970,Oct,Long Khanh,11
1970,Oct,Offshore,1
1970,Oct,Phu Bon,1
1970,Oct,Phu Yen,6
1970,Oct,Phuoc Long,8
1970,Oct,Quang Duc,4
1970,Oct,Quang Nam,36
1970,Oct,Quang Ngai,52
1970,Oct,Quang Tin,24
1970,Oct,Quang Tri,11
1970,Oct,Tay Ninh,9
1970,Oct,Thua Thien - Hue,15
1970,Oct,Unknown,15
1970,Oct,Vinh Binh,1
1970,Oct,Vinh Long,3
1970,Sep,Ba Ria - VTau|Ba Ria-Vung Tau,2
1970,Sep,Binh Dinh,67
1970,Sep,Binh Duong,21
1970,Sep,Binh Long,5
1970,Sep,Binh Thuan,2
1970,Sep,Binh Thuy,5
1970,Sep,Dong Nai,8
1970,Sep,Gia Lai,3
1970,Sep,Ho Chi Minh City|Ho Chi Minh,4
1970,Sep,Hua Nghia,2
1970,Sep,Khanh Hoa,9
1970,Sep,Kien Hoa,2
1970,Sep,Kien Tuong,2
1970,Sep,Kon Tum,1
1970,Sep,Long Khanh,23
1970,Sep,Ninh Thuan,3
1970,Sep,Offshore,6
1970,Sep,Phu Yen,7
1970,Sep,Phuoc Long,6
1970,Sep,Quang Nam,54
1970,Sep,Quang Ngai,37
1970,Sep,Quang Tin,28
1970,Sep,Quang Tri,24
1970,Sep,Tay Ninh,3
1970,Sep,Thua Thien - Hue,21
1970,Sep,Unknown,6
1970,Sep,Vinh Binh,1
1970,Sep,Vinh Long,1
1971,Apr,An Xugen,1
1971,Apr,Ba Ria - VTau|Ba Ria-Vung Tau,1
1971,Apr,Binh Dinh,24
1971,Apr,Binh Duong,7
1971,Apr,Binh Long,1
1971,Apr,Binh Thuan,1
1971,Apr,Binh Thuy,3
1971,Apr,Chau Doc,1
1971,Apr,Dak Lak|Dac Lac,3
1971,Apr,Dong Nai,8
1971,Apr,Gia Lai,3
1971,Apr,Ho Chi Minh City|Ho Chi Minh,7
1971,Apr,Hua Nghia,8
1971,Apr,Khanh Hoa,3
1971,Apr,Kien Giang,4
1971,Apr,Kon Tum,9
1971,Apr,Lam Dong,3
1971,Apr,Long Khanh,13
1971,Apr,Phong Dinh,1
1971,Apr,Phu Yen,2
1971,Apr,Quang Duc,1
1971,Apr,Quang Nam,20
1971,Apr,Quang Ngai,39
1971,Apr,Quang Tin,19
1971,Apr,Quang Tri,33
1971,Apr,Tay Ninh,3
1971,Apr,Thua Thien - Hue,53
1971,Apr,Unknown,21
1971,Apr,Vinh Binh,4
1971,Apr,Vinh Long,3
1971,Aug,An Giang,1
1971,Aug,Binh Dinh,6
1971,Aug,Binh Thuy,6
1971,Aug,Dak Lak|Dac Lac,1
1971,Aug,Dinh Tuong,3
1971,Aug,Dong Nai,4
1971,Aug,Gia Lai,3
1971,Aug,Ho Chi Minh City|Ho Chi Minh,6
1971,Aug,Hua Nghia,1
1971,Aug,Khanh Hoa,6
1971,Aug,Long Khanh,1
1971,Aug,Ninh Thuan,1
1971,Aug,Phong Dinh,1
1971,Aug,Phuoc Long,2
1971,Aug,Quang Nam,17
1971,Aug,Quang Ngai,7
1971,Aug,Quang Tin,8
1971,Aug,Quang Tri,16
1971,Aug,Tay Ninh,1
1971,Aug,Thua Thien - Hue,5
1971,Aug,Tuyen Duc,1
1971,Aug,Unknown,12
1971,Aug,Vinh Binh,1
1971,Aug,Vinh Long,2
1971,Dec,Ba Ria - VTau|Ba Ria-Vung Tau,1
1971,Dec,Binh Dinh,2
1971,Dec,Binh Thuy,1
1971,Dec,Dak Lak|Dac Lac,1
1971,Dec,Dong Nai,4
1971,Dec,Ho Chi Minh City|Ho Chi Minh,1
1971,Dec,Khanh Hoa,3
1971,Dec,Kien Giang,6
1971,Dec,Long Khanh,5
1971,Dec,Ninh Thuan,1
1971,Dec,Offshore,5
1971,Dec,Phong Dinh,1
1971,Dec,Quang Nam,3
1971,Dec,Quang Tri,3
1971,Dec,Tay Ninh,2
1971,Dec,Thua Thien - Hue,1
1971,Dec,Unknown,6
1971,Dec,Vinh Long,1
1971,Feb,An Xugen,1
1971,Feb,Ba Ria - VTau|Ba Ria-Vung Tau,1
1971,Feb,Ba Xugen,1
1971,Feb,Binh Dinh,26
1971,Feb,Binh Duong,11
1971,Feb,Binh Long,2
1971,Feb,Binh Thuy,6
1971,Feb,Chau Doc,4
1971,Feb,Dinh Tuong,1
1971,Feb,Dong Nai,15
1971,Feb,Gia Lai,3
1971,Feb,Ho Chi Minh City|Ho Chi Minh,1
1971,Feb,Hua Nghia,3
1971,Feb,Khanh Hoa,4
1971,Feb,Kien Hoa,1
1971,Feb,Kien Tuong,1
1971,Feb,Lam Dong,3
1971,Feb,Long Khanh,16
1971,Feb,Ninh Thuan,7
1971,Feb,Phong Dinh,1
1971,Feb,Phu Bon,1
1971,Feb,Phu Yen,2
1971,Feb,Phuoc Long,8
1971,Feb,Quang Nam,28
1971,Feb,Quang Ngai,25
1971,Feb,Quang Tin,27
1971,Feb,Quang Tri,75
1971,Feb,Tay Ninh,10
1971,Feb,Thua Thien - Hue,27
1971,Feb,Unknown,26
1971,Feb,Vinh Binh,1
1971,Feb,Vinh Long,2
1971,Jan,An Xugen,1
1971,Jan,Ba Ria - VTau|Ba Ria-Vung Tau,2
1971,Jan,Binh Dinh,22
1971,Jan,Binh Duong,4
1971,Jan,Binh Long,1
1971,Jan,Binh Thuan,1
1971,Jan,Binh Thuy,7
1971,Jan,Chau Doc,7
1971,Jan,Dak Lak|Dac Lac,2
1971,Jan,Dinh Tuong,1
1971,Jan,Dong Nai,11
1971,Jan,Gia Lai,5
1971,Jan,Ho Chi Minh City|Ho Chi Minh,3
1971,Jan,Khanh Hoa,6
1971,Jan,Kien Giang,3
1971,Jan,Kon Tum,2
1971,Jan,Lam Dong,3
1971,Jan,Long Khanh,14
1971,Jan,Ninh Thuan,2
1971,Jan,Offshore,2
1971,Jan,Phong Dinh,1
1971,Jan,Phu Bon,1
1971,Jan,Phu Yen,4
1971,Jan,Phuoc Long,7
1971,Jan,Quang Duc,1
1971,Jan,Quang Nam,33
1971,Jan,Quang Ngai,21
1971,Jan,Quang Tin,15
1971,Jan,Quang Tri,20
1971,Jan,Tay Ninh,3
1971,Jan,Thua Thien - Hue,15
1971,Jan,Tuyen Duc,1
1971,Jan,Unknown,3
1971,Jul,An Xugen,3
1971,Jul,Ba Xugen,2
1971,Jul,Binh Dinh,8
1971,Jul,Binh Duong,2
1971,Jul,Binh Thuan,4
1971,Jul,Binh Thuy,2
1971,Jul,Dong Nai,5
1971,Jul,Gia Lai,8
1971,Jul,Ho Chi Minh City|Ho Chi Minh,3
1971,Jul,Khanh Hoa,2
1971,Jul,Kien Giang,1
1971,Jul,Lam Dong,1
1971,Jul,Long Khanh,3
1971,Jul,Phu Yen,3
1971,Jul,Quang Nam,20
1971,Jul,Quang Ngai,10
1971,Jul,Quang Tin,7
1971,Jul,Quang Tri,8
1971,Jul,Tay Ninh,1
1971,Jul,Thua Thien - Hue,12
1971,Jul,Unknown,4
1971,Jul,Vinh Binh,2
1971,Jul,Vinh Long,2
1971,Jun,An Giang,2
1971,Jun,Ba Ria - VTau|Ba Ria-Vung Tau,1
1971,Jun,Ba Xugen,1
1971,Jun,Binh Dinh,15
1971,Jun,Binh Duong,1
1971,Jun,Chuong Thien,1
1971,Jun,Dak Lak|Dac Lac,1
1971,Jun,Dong Nai,5
1971,Jun,Gia Lai,1
1971,Jun,Ho Chi Minh City|Ho Chi Minh,2
1971,Jun,Hua Nghia,4
1971,Jun,Khanh Hoa,1
1971,Jun,Kien Hoa,1
1971,Jun,Kon Tum,10
1971,Jun,Long Khanh,16
1971,Jun,Ninh Thuan,1
1971,Jun,Phu Yen,1
1971,Jun,Phuoc Long,1
1971,Jun,Quang Nam,18
1971,Jun,Quang Ngai,10
1971,Jun,Quang Tin,7
1971,Jun,Quang Tri,30
1971,Jun,Tay Ninh,7
1971,Jun,Thua Thien - Hue,18
1971,Jun,Unknown,12
1971,Jun,Vinh Long,2
1971,Mar,An Giang,1
1971,Mar,Ba Ria - VTau|Ba Ria-Vung Tau,1
1971,Mar,Ba Xugen,1
1971,Mar,Binh Dinh,28
1971,Mar,Binh Duong,2
1971,Mar,Binh Thuan,2
1971,Mar,Binh Thuy,5
1971,Mar,Chau Doc,1
1971,Mar,Dinh Tuong,3
1971,Mar,Dong Nai,10
1971,Mar,Gia Lai,3
1971,Mar,Ho Chi Minh City|Ho Chi Minh,5
1971,Mar,Hua Nghia,1
1971,Mar,Khanh Hoa,3
1971,Mar,Kien Giang,7
1971,Mar,Kien Hoa,1
1971,Mar,Kon Tum,3
1971,Mar,Lam Dong,1
1971,Mar,Long Khanh,10
1971,Mar,Ninh Thuan,2
1971,Mar,Phong Dinh,1
1971,Mar,Phu Yen,1
1971,Mar,Phuoc Long,1
1971,Mar,Quang Nam,24
1971,Mar,Quang Ngai,20
1971,Mar,Quang Tin,40
1971,Mar,Quang Tri,133
1971,Mar,Tay Ninh,1
1971,Mar,Thua Thien - Hue,20
1971,Mar,Unknown,25
1971,Mar,Vinh Binh,2
1971,Mar,Vinh Long,3
1971,May,Ba Ria - VTau|Ba Ria-Vung Tau,2
1971,May,Binh Dinh,15
1971,May,Binh Duong,3
1971,May,Binh Thuy,2
1971,May,Dak Lak|Dac Lac,2
1971,May,Dong Nai,4
1971,May,Gia Lai,5
1971,May,Ho Chi Minh City|Ho Chi Minh,1
1971,May,Hua Nghia,4
1971,May,Khanh Hoa,3
1971,May,Kien Giang,2
1971,May,Kien Phong,1
1971,May,Kien Tuong,1
1971,May,Kon Tum,2
1971,May,Long Khanh,1
1971,May,Ninh Thuan,1
1971,May,Phong Dinh,1
1971,May,Phu Yen,3
1971,May,Quang Duc,1
1971,May,Quang Nam,25
1971,May,Quang Ngai,4
1971,May,Quang Tin,8
1971,May,Quang Tri,56
1971,May,Tay Ninh,2
1971,May,Thua Thien - Hue,17
1971,May,Unknown,19
1971,May,Vinh Binh,1
1971,May,Vinh Long,1
1971,Nov,Ba Ria - VTau|Ba Ria-Vung Tau,3
1971,Nov,Binh Dinh,3
1971,Nov,Binh Duong,5
1971,Nov,Binh Thuan,1
1971,Nov,Chau Doc,1
1971,Nov,Dong Nai,4
1971,Nov,Gia Lai,1
1971,Nov,Ho Chi Minh City|Ho Chi Minh,8
1971,Nov,Khanh Hoa,6
1971,Nov,Kien Giang,1
1971,Nov,Lam Dong,1
1971,Nov,Long Khanh,2
1971,Nov,Ninh Thuan,1
1971,Nov,Quang Nam,5
1971,Nov,Quang Tin,2
1971,Nov,Quang Tri,1
1971,Nov,Tay Ninh,7
1971,Nov,Thua Thien - Hue,49
1971,Nov,Unknown,3
1971,Nov,Vinh Long,4
1971,Oct,Bac Lieu,2
1971,Oct,Binh Dinh,2
1971,Oct,Binh Duong,3
1971,Oct,Binh Long,1
1971,Oct,Binh Thuy,1
1971,Oct,Chau Doc,3
1971,Oct,Dong Nai,2
1971,Oct,Gia Lai,3
1971,Oct,Ho Chi Minh City|Ho Chi Minh,2
1971,Oct,Khanh Hoa,8
1971,Oct,Lam Dong,1
1971,Oct,Long Khanh,7
1971,Oct,Ninh Thuan,6
1971,Oct,Phong Dinh,1
1971,Oct,Phu Bon,1
1971,Oct,Phu Yen,3
1971,Oct,Quang Nam,16
1971,Oct,Quang Ngai,8
1971,Oct,Quang Tin,9
1971,Oct,Quang Tri,4
1971,Oct,Tay Ninh,2
1971,Oct,Thua Thien - Hue,18
1971,Oct,Unknown,5
1971,Oct,Vinh Binh,1
1971,Oct,Vinh Long,3
1971,Sep,An Giang,1
1971,Sep,An Xugen,2
1971,Sep,Binh Dinh,4
1971,Sep,Binh Duong,5
1971,Sep,Dong Nai,10
1971,Sep,Gia Lai,1
1971,Sep,Ho Chi Minh City|Ho Chi Minh,2
1971,Sep,Khanh Hoa,3
1971,Sep,Kien Giang,4
1971,Sep,Kien Tuong,2
1971,Sep,Lam Dong,4
1971,Sep,Long An,2
1971,Sep,Long Khanh,7
1971,Sep,Ninh Thuan,4
1971,Sep,Phong Dinh,1
1971,Sep,Phu Yen,1
1971,Sep,Phuoc Long,2
1971,Sep,Quang Nam,14
1971,Sep,Quang Ngai,7
1971,Sep,Quang Tin,6
1971,Sep,Quang Tri,12
1971,Sep,Tay Ninh,2
1971,Sep,Thua Thien - Hue,22
1971,Sep,Unknown,5
1971,Sep,Vinh Binh,1
1971,Sep,Vinh Long,3
1972,Apr,Binh Dinh,5
1972,Apr,Binh Duong,2
1972,Apr,Binh Long,8
1972,Apr,Binh Thuy,1
1972,Apr,Dong Nai,5
1972,Apr,Gia Lai,3
1972,Apr,Ho Chi Minh City|Ho Chi Minh,2
1972,Apr,Khanh Hoa,4
1972,Apr,Kien Giang,2
1972,Apr,Kon Tum,6
1972,Apr,Phong Dinh,2
1972,Apr,Phu Yen,4
1972,Apr,Quang Nam,6
1972,Apr,Quang Tri,4
1972,Apr,Tay Ninh,5
1972,Apr,Unknown,7
1972,Aug,Ba Xugen,4
1972,Aug,Dong Nai,1
1972,Aug,Ho Chi Minh City|Ho Chi Minh,1
1972,Aug,Kien Hoa,1
1972,Aug,Offshore,3
1972,Aug,Quang Nam,5
1972,Aug,Quang Tri,2
1972,Aug,Thua Thien - Hue,2
1972,Aug,Unknown,1
1972,Dec,Ba Ria - VTau|Ba Ria-Vung Tau,1
1972,Dec,Dinh Tuong,1
1972,Dec,Dong Nai,1
1972,Dec,Ho Chi Minh City|Ho Chi Minh,2
1972,Dec,Kien Giang,1
1972,Dec,Quang Nam,3
1972,Dec,Unknown,12
1972,Feb,An Xugen,1
1972,Feb,Binh Duong,4
1972,Feb,Dong Nai,5
1972,Feb,Gia Lai,1
1972,Feb,Ho Chi Minh City|Ho Chi Minh,1
1972,Feb,Khanh Hoa,2
1972,Feb,Long Khanh,3
1972,Feb,Ninh Thuan,5
1972,Feb,Offshore,6
1972,Feb,Phuoc Long,1
1972,Feb,Quang Nam,6
1972,Feb,Thua Thien - Hue,1
1972,Feb,Unknown,4
1972,Jan,An Xugen,5
1972,Jan,Ba Ria - VTau|Ba Ria-Vung Tau,1
1972,Jan,Ba Xugen,1
1972,Jan,Binh Dinh,1
1972,Jan,Dong Nai,4
1972,Jan,Gia Lai,3
1972,Jan,Ho Chi Minh City|Ho Chi Minh,1
1972,Jan,Hua Nghia,2
1972,Jan,Khanh Hoa,1
1972,Jan,Long Khanh,2
1972,Jan,Phong Dinh,1
1972,Jan,Quang Nam,9
1972,Jan,Quang Tri,2
1972,Jan,Thua Thien - Hue,6
1972,Jan,Unknown,3
1972,Jul,Binh Dinh,4
1972,Jul,Binh Long,5
1972,Jul,Binh Thuan,1
1972,Jul,Dinh Tuong,1
1972,Jul,Dong Nai,6
1972,Jul,Ho Chi Minh City|Ho Chi Minh,1
1972,Jul,Kon Tum,3
1972,Jul,Offshore,3
1972,Jul,Quang Nam,7
1972,Jul,Quang Tri,11
1972,Jul,Thua Thien - Hue,4
1972,Jul,Unknown,3
1972,Jun,Ba Ria - VTau|Ba Ria-Vung Tau,2
1972,Jun,Binh Dinh,4
1972,Jun,Binh Duong,3
1972,Jun,Binh Long,8
1972,Jun,Dong Nai,9
1972,Jun,Gia Lai,17
1972,Jun,Ho Chi Minh City|Ho Chi Minh,3
1972,Jun,Khanh Hoa,3
1972,Jun,Kon Tum,2
1972,Jun,Offshore,4
1972,Jun,Phu Bon,1
1972,Jun,Quang Nam,2
1972,Jun,Quang Tri,3
1972,Jun,Unknown,7
1972,Mar,Binh Dinh,2
1972,Mar,Binh Duong,1
1972,Mar,Dong Nai,16
1972,Mar,Gia Lai,1
1972,Mar,Ho Chi Minh City|Ho Chi Minh,2
1972,Mar,Hua Nghia,1
1972,Mar,Khanh Hoa,1
1972,Mar,Kon Tum,1
1972,Mar,Long Khanh,3
1972,Mar,Offshore,1
1972,Mar,Phu Yen,1
1972,Mar,Quang Nam,3
1972,Mar,Quang Tri,2
1972,Mar,Unknown,9
1972,Mar,Vinh Long,1
1972,May,Binh Dinh,2
1972,May,Binh Duong,1
1972,May,Binh Long,9
1972,May,Dong Nai,28
1972,May,Gia Lai,2
1972,May,Hua Nghia,1
1972,May,Kien Giang,1
1972,May,Kon Tum,7
1972,May,Phuoc Long,1
1972,May,Quang Nam,1
1972,May,Quang Tri,2
1972,May,Thua Thien - Hue,11
1972,May,Unknown,5
1972,Nov,Gia Lai,1
1972,Nov,Ho Chi Minh City|Ho Chi Minh,1
1972,Nov,Offshore,2
1972,Nov,Quang Nam,3
1972,Nov,Unknown,1
1972,Oct,Dinh Tuong,15
1972,Oct,Dong Nai,2
1972,Oct,Gia Lai,3
1972,Oct,Ho Chi Minh City|Ho Chi Minh,1
1972,Oct,Phong Dinh,1
1972,Oct,Quang Nam,1
1972,Oct,Quang Ngai,2
1972,Oct,Unknown,25
1972,Sep,Dong Nai,5
1972,Sep,Gia Lai,1
1972,Sep,Quang Nam,3
1972,Sep,Quang Ngai,1
1972,Sep,Tay Ninh,1
1972,Sep,Tuyen Duc,1
1972,Sep,Unknown,5
1972,Sep,Vinh Long,1
1973,Apr,Unknown,1
1973,Aug,Unknown,2
1973,Dec,Ho Chi Minh City|Ho Chi Minh,1
1973,Dec,Quang Nam,2
1973,Feb,Binh Long,1
1973,Feb,Ho Chi Minh City|Ho Chi Minh,2
1973,Feb,Quang Nam,1
1973,Feb,Unknown,1
1973,Jan,Binh Long,1
1973,Jan,Binh Thuan,1
1973,Jan,Dong Nai,1
1973,Jan,Ho Chi Minh City|Ho Chi Minh,1
1973,Jan,Offshore,1
1973,Jan,Phong Dinh,1
1973,Jan,Quang Nam,1
1973,Jan,Unknown,8
1973,Jul,Unknown,1
1973,Jun,Unknown,5
1973,Mar,Offshore,1
1973,May,Unknown,1
1973,Sep,Unknown,1
1975,Apr,Dong Nai,10
1975,Apr,Unknown,1
1975,May,Unknown,5
