PATH,TOTAL_TRIPS,BusStopCode
82091/81129,15867,81129
75111/75009,15864,75009
66009/70059,15864,70059
11439/11169,15813,11169
17239/17061,15799,17061
84249/84009,15788,84009
59073/59289,15784,59289
84009/84119,15777,84119
63341/63039,15776,63039
17171/42311,15775,42311
60089/52009,15774,52009
84031/85091,15772,85091
43449/43419,15752,43419
21591/22009,15748,22009
64471/64549,15742,64549
28009/20201,15731,20201
14141/14041,15714,14041
46009/46689,15713,46689
59281/59671,15709,59671
44699/45009,15697,45009
14119/14379,15693,14379
54329/53231,15692,53231
58259/58361,15691,58361
59529/59073,15661,59073
58151/58169,15609,58169
28439/28009,15588,28009
84069/84039,15578,84039
45009/44651,15567,44651
54261/66341,15556,66341
45461/44031,15548,44031
67601/67629,15532,67629
46941/46779,15527,46779
58269/59073,15494,59073
84309/84009,15477,84009
44009/44189,15427,44189
43351/43009,15425,43009
67609/67619,15418,67619
64009/62251,15416,62251
54009/66331,15415,66331
52149/52009,15413,52009
66349/54269,15406,54269
46009/75359,15400,75359
95029/65191,15384,65191
54009/48131,15331,48131
28009/28081,15321,28081
17171/20021,15302,20021
84009/84221,15297,84221
22009/27331,15295,27331
78169/77009,15287,77009
76261/75009,15281,75009
59139/59239,15273,59239
12209/17179,15264,17179
10201/11529,15247,11529
46009/46969,15219,46969
78159/77009,15216,77009
83101/72011,15203,72011
59059/59049,15167,59049
17239/17159,15163,17159
84209/84009,15144,84009
54199/54261,15141,54261
44669/45009,15100,45009
27159/22529,15076,22529
11189/11169,15059,11169
46479/46009,15055,46009
60139/60119,15051,60119
54319/53231,15045,53231
19011/17171,15025,17171
67009/67361,14983,67361
52009/52059,14975,52059
21421/28099,14969,28099
46529/47041,14951,47041
43009/43421,14950,43421
17009/17049,14922,17049
46809/46779,14920,46779
83361/83329,14903,83329
17229/17009,14901,17009
60269/60179,14890,60179
59091/59249,14877,59249
76249/75009,14864,75009
65379/65009,14860,65009
17009/17071,14839,17071
52009/52309,14813,52309
43009/43319,14810,43319
65031/67009,14779,67009
46999/46009,14768,46009
59269/59073,14744,59073
46771/46841,14739,46841
12101/42059,14734,42059
44871/44009,14719,44009
76421/75009,14717,75009
28009/29039,14697,29039
46119/46521,14687,46521
84031/84661,14668,84661
75351/65191,14620,65191
27131/22529,14611,22529
17219/17009,14601,17009
17171/28679,14582,28679
55509/55159,14579,55159
76129/75009,14578,75009
26261/25429,14566,25429
22009/22411,14549,22411
17041/17009,14547,17009
21689/28099,14500,28099
59119/59009,14494,59009
22009/27101,14473,27101
43361/43009,14467,43009
77009/77221,14454,77221
44869/45009,14445,45009
67601/64461,14438,64461
77009/77271,14437,77271
59421/59571,14415,59571
67551/67401,14396,67401
77219/77009,14388,77009
44291/44531,14376,44531
66271/66359,14351,66359
40011/50021,14350,50021
27109/22009,14326,22009
53009/53331,14323,53331
59073/59299,14310,59299
54009/54411,14296,54411
28009/28681,14283,28681
46009/47551,14276,47551
59049/65199,14251,65199
11149/10299,14224,10299
59171/59072,14223,59072
45299/44531,14197,44531
84241/84039,14189,84039
59009/59419,14188,59419
44009/44299,14169,44299
23189/23499,14162,23499
45309/44031,14160,44031
28091/21619,14152,21619
98019/76039,14148,76039
59551/59079,14146,59079
67009/65029,14124,65029
28671/42159,14114,42159
43009/43509,14112,43509
65009/65199,14089,65199
10169/14269,14088,14269
28091/21569,14085,21569
67409/67699,14076,67699
44591/44031,14062,44031
75009/75271,14027,75271
58509/58211,14017,58211
48131/44009,14009,44009
54189/54261,14005,54261
65009/65541,14005,65541
28009/29019,14000,29019
20299/17171,13992,17171
44009/45451,13985,45451
46009/47561,13983,47561
85091/85061,13982,85061
47599/47569,13963,47569
75289/75009,13958,75009
58219/58411,13953,58411
84231/85091,13950,85091
46088/46009,13939,46009
75009/75079,13922,75079
53349/53009,13911,53009
46008/46361,13897,46361
64409/64009,13889,64009
65009/76059,13878,76059
14141/14241,13878,14241
20219/28009,13877,28009
10189/10169,13872,10169
43009/43369,13855,43369
52301/52009,13846,52009
46191/46009,13839,46009
14141/14279,13822,14279
27211/22009,13815,22009
52009/50201,13808,50201
84011/84009,13788,84009
11361/12121,13784,12121
46621/46009,13761,46009
85021/85099,13753,85099
53239/53371,13745,53371
84009/72069,13733,72069
67601/64571,13706,64571
65209/65009,13677,65009
66331/66301,13677,66301
43339/43009,13675,43009
40181/40121,13668,40121
45311/45321,13663,45321
63011/63031,13652,63031
21641/28091,13646,28091
76199/46009,13646,46009
66271/66009,13644,66009
46009/46711,13626,46711
22019/22009,13619,22009
64009/66579,13597,66579
50189/50038,13588,50038
84209/84351,13578,84351
75051/76071,13569,76071
64009/64479,13550,64479
45139/45079,13545,45079
17009/17159,13528,17159
52289/52009,13524,52009
85099/84101,13510,84101
54659/55509,13495,55509
20109/17009,13474,17009
59079/58529,13473,58529
47571/47591,13466,47591
84039/84641,13466,84641
76249/76039,13462,76039
44009/45261,13457,45261
77009/78261,13438,78261
84109/85091,13436,85091
46489/46779,13425,46779
22009/27419,13418,27419
28571/28009,13412,28009
64009/63389,13378,63389
43009/43541,13357,43541
21019/28009,13349,28009
55509/64491,13347,64491
75009/75109,13337,75109
64009/64051,13330,64051
67109/67409,13316,67409
52009/60221,13313,60221
66109/54269,13311,54269
65339/65009,13310,65009
52009/52411,13299,52411
10161/10379,13299,10379
10079/10161,13297,10161
22521/27211,13297,27211
22521/27131,13276,27131
77009/78251,13272,78251
75009/76121,13265,76121
84009/84301,13264,84301
66481/67609,13255,67609
54009/54201,13255,54201
65199/95029,13253,95029
14161/15051,13250,15051
63291/62139,13226,62139
64481/64549,13206,64549
75151/75009,13195,75009
17171/28689,13195,28689
44009/44561,13194,44561
46529/44269,13194,44269
75009/76519,13188,76519
59009/59639,13178,59639
54261/54581,13163,54581
58219/58121,13136,58121
42051/12099,13133,12099
42189/42159,13133,42159
46009/46761,13132,46761
10209/10189,13128,10189
80199/90029,13119,90029
84009/84409,13119,84409
43509/17179,13100,17179
54009/55111,13092,55111
42319/17179,13086,17179
67201/67601,13082,67601
59291/59671,13073,59671
59561/59411,13069,59411
53231/53211,13068,53211
21389/22009,13067,22009
60219/52009,13064,52009
70041/61031,13052,61031
84211/84201,13051,84201
28009/28451,13040,28451
44269/44259,13030,44259
58219/58019,13027,58019
46529/47031,13022,47031
43191/43009,13013,43009
52009/60211,13007,60211
55119/54009,13007,54009
76459/75009,13003,75009
19089/19031,12982,19031
64541/64411,12977,64411
58251/58379,12957,58379
58261/58211,12935,58211
46771/46801,12934,46801
19081/11361,12926,11361
78259/77009,12912,77009
43009/40301,12894,40301
59009/59111,12884,59111
58011/58211,12850,58211
47659/46779,12834,46779
27351/22009,12816,22009
27451/22009,12804,22009
53359/53009,12801,53009
59351/59009,12801,59009
27141/22529,12798,22529
14249/14129,12792,14129
10049/10018,12781,10018
92041/92239,12781,92239
62131/63011,12775,63011
54339/54319,12774,54319
46219/47711,12774,47711
55509/55149,12737,55149
46009/47539,12718,47539
64009/64411,12709,64411
53009/53249,12707,53249
17091/17171,12707,17171
50081/50021,12697,50021
22521/27301,12695,27301
59719/59569,12693,59569
77361/77171,12689,77171
53009/54381,12671,54381
84009/84251,12654,84251
84009/84649,12646,84649
75009/75281,12626,75281
59561/59431,12614,59431
46009/46661,12606,46661
85069/85099,12603,85099
42041/42051,12594,42051
59041/59611,12572,59611
81111/92249,12569,92249
44009/44879,12564,44879
77259/77009,12562,77009
70039/81089,12557,81089
59073/65199,12552,65199
92079/92049,12551,92049
28091/21589,12545,21589
65149/65009,12538,65009
15059/14129,12534,14129
84569/84031,12520,84031
76351/76199,12514,76199
54009/55169,12508,55169
78241/77009,12507,77009
46551/46009,12459,46009
59761/59429,12457,59429
10209/10349,12441,10349
44091/44031,12440,44031
84499/84009,12412,84009
60121/52009,12410,52009
83062/83081,12407,83081
46989/46639,12385,46639
66301/66359,12373,66359
84669/85091,12371,85091
29011/28009,12364,28009
77009/77291,12353,77291
96169/76101,12345,76101
78049/77039,12344,77039
64541/64489,12344,64489
46921/46779,12341,46779
46009/46641,12337,46641
28009/28401,12337,28401
75009/76211,12333,76211
45009/45469,12325,45469
75009/76439,12316,76439
28009/28411,12301,28411
71111/71169,12298,71169
82061/72061,12294,72061
45379/45321,12290,45321
63219/66359,12284,66359
46009/46281,12280,46281
55129/54009,12271,54009
64331/64549,12256,64549
59201/59161,12256,59161
75009/76401,12253,76401
28089/28009,12244,28009
44621/44031,12241,44031
10201/10291,12225,10291
84009/84491,12215,84491
75009/75159,12215,75159
65071/65009,12214,65009
19019/11169,12212,11169
76061/75009,12211,75009
76439/75009,12192,75009
46309/46009,12191,46009
84009/84451,12188,84451
40041/40051,12187,40051
58519/58211,12171,58211
64029/64381,12163,64381
96299/96161,12163,96161
52009/52401,12163,52401
54009/56259,12161,56259
75009/76301,12159,76301
62051/66351,12152,66351
76101/75009,12144,75009
10161/14039,12133,14039
84559/84031,12115,84031
78181/77171,12114,77171
46479/46779,12107,46779
65009/65341,12098,65341
46869/46008,12091,46008
52009/50211,12086,50211
52009/70101,12085,70101
75009/96289,12075,96289
17171/21011,12056,21011
64419/64549,12055,64549
44261/40229,12047,40229
28009/28661,12044,28661
52371/52009,12037,52009
76101/76031,12032,76031
46009/46481,12029,46481
46489/46009,12021,46009
28091/21429,12015,21429
63019/66351,12002,66351
54589/54269,11987,54269
62221/66351,11983,66351
52009/50191,11977,50191
85099/84661,11969,84661
54209/54009,11951,54009
66351/66271,11906,66271
44289/44251,11901,44251
44091/44009,11895,44009
22521/27321,11895,27321
10131/11161,11891,11161
47619/46009,11887,46009
43009/40341,11887,40341
52009/52329,11884,52329
59009/59579,11873,59579
54339/54329,11858,54329
43009/43801,11853,43801
54371/54269,11852,54269
54248/54191,11846,54191
85099/84071,11836,84071
63039/63019,11835,63019
42151/28679,11826,28679
84229/84009,11820,84009
44259/44291,11815,44291
75231/75051,11814,75051
47501/46009,11811,46009
52539/52009,11806,52009
59579/59429,11805,59429
46009/47571,11802,47571
28099/28519,11786,28519
63049/63039,11775,63039
77009/78069,11775,78069
43611/43009,11766,43009
11521/10299,11755,10299
55509/54651,11749,54651
46771/46881,11741,46881
22009/22399,11738,22399
21419/22009,11733,22009
72019/83109,11708,83109
44619/45009,11695,45009
83291/83101,11682,83101
63399/62139,11666,62139
63291/66359,11664,66359
54248/54181,11662,54181
40129/40189,11648,40189
77009/77251,11636,77251
44391/44009,11636,44009
59129/59009,11620,59009
46008/46559,11619,46559
44299/44251,11606,44251
45009/45321,11605,45321
64109/66359,11603,66359
77009/78171,11589,78171
53009/53401,11573,53401
54011/54261,11571,54261
60269/60221,11561,60221
90079/80199,11550,80199
67009/65039,11539,65039
20199/28009,11531,28009
75009/76399,11516,76399
65009/65201,11499,65201
28461/28491,11497,28491
66351/66059,11493,66059
28491/28511,11492,28511
81181/82131,11479,82131
58259/58349,11472,58349
10111/11161,11459,11161
46111/46009,11456,46009
25771/24719,11442,24719
65191/59079,11429,59079
80031/80119,11425,80119
56251/54009,11422,54009
54009/54319,11411,54319
64361/64381,11402,64381
27309/22009,11391,22009
78059/76039,11385,76039
70109/52009,11383,52009
22009/21411,11376,21411
17171/28659,11360,28659
84089/85091,11353,85091
46699/46009,11345,46009
84009/84369,11335,84369
59259/59073,11330,59073
46119/46069,11327,46069
10351/10169,11321,10169
44031/44559,11318,44559
60159/60119,11316,60119
96259/96169,11316,96169
65019/64381,11314,64381
11161/11171,11312,11171
17171/28649,11308,28649
55509/55239,11305,55239
67009/67201,11302,67201
54199/54241,11293,54241
54221/54261,11264,54261
77019/77039,11250,77039
47681/46779,11244,46779
84009/84201,11243,84201
22391/22009,11241,22009
46649/46008,11234,46008
77009/78209,11231,78209
16069/16019,11228,16019
75269/75009,11227,75009
20189/28009,11227,28009
46059/45139,11224,45139
84359/84201,11222,84201
54009/54081,11215,54081
22511/22521,11211,22521
44539/45309,11187,45309
92041/83101,11174,83101
45009/45301,11169,45301
10161/10081,11168,10081
22009/22451,11153,22451
10009/14329,11151,14329
84009/84359,11151,84359
44529/44539,11149,44539
66579/64009,11135,64009
43499/43009,11133,43009
63301/66351,11129,66351
84209/84219,11118,84219
84079/85091,11106,85091
46008/46199,11101,46199
24009/23239,11099,23239
66041/66359,11098,66359
28499/28469,11098,28469
53409/53009,11079,53009
44569/44459,11072,44459
84641/84009,11068,84009
70181/81111,11066,81111
43539/43411,11064,43411
52009/52529,11062,52529
53349/53231,11050,53231
58059/58211,11049,58211
52299/52009,11048,52009
67601/67731,11041,67731
96169/96181,11033,96181
59073/59059,11027,59059
82061/83299,11013,83299
10209/14249,11010,14249
43549/43009,11006,43009
44009/44689,10998,44689
90021/80199,10976,80199
28461/28511,10969,28511
43579/43549,10960,43549
65009/65539,10950,65539
46789/46779,10942,46779
81111/82089,10941,82089
70059/81089,10916,81089
58369/58251,10912,58251
78269/77009,10906,77009
76191/76359,10899,76359
76229/75009,10893,75009
14279/10169,10880,10169
70279/81111,10877,81111
16011/16031,10869,16031
53231/52051,10866,52051
21601/22009,10863,22009
21019/17179,10861,17179
67391/67009,10857,67009
10071/10091,10833,10091
80199/90079,10832,90079
84561/84009,10807,84009
67381/67009,10785,67009
44031/44599,10785,44599
75051/76081,10775,76081
45321/45301,10766,45301
64491/64549,10764,64549
27469/22009,10751,22009
84529/84009,10740,84009
67051/66359,10738,66359
43279/43259,10727,43259
58219/58521,10713,58521
59009/59349,10707,59349
59079/59091,10706,59091
84009/84479,10699,84479
59241/59689,10697,59689
53239/54011,10682,54011
43429/43009,10681,43009
27431/22009,10679,22009
54261/66481,10675,66481
70181/70371,10664,70371
77199/77009,10661,77009
11161/11389,10650,11389
85091/85019,10638,85019
43809/43009,10627,43009
44009/45309,10626,45309
81111/82079,10626,82079
10209/10339,10620,10339
43659/43579,10620,43579
46009/46851,10617,46851
60119/80109,10599,80109
63031/63041,10589,63041
63069/63039,10586,63039
65451/65009,10583,65009
22009/22149,10571,22149
43481/43009,10566,43009
22009/21381,10565,21381
47511/46009,10560,46009
52009/52281,10558,52281
84009/84261,10556,84261
44469/44009,10549,44009
58009/58411,10539,58411
59009/59379,10534,59379
92041/84009,10531,84009
45249/44009,10521,44009
43571/43841,10520,43841
50991/52129,10513,52129
59121/59561,10501,59561
96041/97011,10497,97011
59219/59072,10497,59072
28561/28009,10488,28009
23491/23181,10480,23181
58259/58369,10474,58369
10201/11519,10473,11519
59181/59161,10470,59161
54009/54439,10465,54439
75009/75129,10456,75129
53231/52361,10436,52361
76061/76141,10430,76141
44009/45421,10430,45421
30121/43579,10426,43579
17171/20239,10414,20239
82061/72011,10413,72011
66439/66359,10411,66359
85099/84059,10406,84059
43571/43641,10405,43641
54189/54241,10401,54241
14141/14131,10399,14131
84031/96219,10398,96219
52439/52179,10396,52179
54009/53199,10395,53199
54161/54009,10395,54009
44699/44639,10395,44639
84669/84039,10394,84039
76039/76109,10386,76109
17059/17179,10382,17179
65069/67009,10381,67009
58219/58401,10379,58401
63221/63281,10378,63281
75071/75009,10368,75009
58119/58211,10364,58211
20209/28009,10360,28009
50029/40019,10359,40019
59009/59621,10351,59621
40279/40019,10350,40019
28009/20211,10340,20211
46009/46951,10335,46951
28491/28401,10333,28401
65021/67009,10328,67009
46008/46569,10318,46569
44539/44279,10305,44279
22009/28529,10296,28529
43009/43149,10289,43149
84009/84089,10286,84089
16169/17171,10285,17171
50159/50038,10281,50038
60269/60139,10280,60139
47569/46009,10270,46009
43619/17179,10268,17179
14039/14141,10266,14141
77031/77011,10263,77011
84009/84501,10249,84501
84009/92049,10236,92049
43009/43199,10227,43199
44009/44099,10212,44099
54479/55509,10210,55509
58381/58219,10196,58219
10161/14381,10195,14381
28461/28401,10189,28401
65139/65009,10184,65009
40011/40101,10180,40101
24049/24009,10163,24009
16049/16019,10159,16019
21571/28091,10151,28091
84539/84009,10149,84009
63281/66351,10142,66351
46009/68111,10141,68111
43161/43009,10138,43009
46008/46088,10138,46088
64009/64061,10132,64061
44819/45009,10127,45009
10349/10009,10125,10009
46529/46101,10123,46101
75009/75081,10106,75081
44519/44539,10106,44539
28009/21079,10105,21079
65199/76191,10101,76191
60229/52009,10088,52009
92119/81189,10088,81189
45369/45321,10080,45321
42151/28689,10069,28689
11169/11029,10060,11029
64351/64381,10058,64381
22009/28499,10048,28499
45269/44009,10047,44009
95109/59041,10044,59041
84419/84009,10041,84009
54009/54401,10038,54401
43419/43499,10037,43499
17009/17099,10036,17099
28519/28009,10035,28009
85099/84049,10028,84049
28009/28229,10026,28229
17179/16891,10020,16891
52081/60261,10020,60261
64469/67609,9994,67609
59621/59009,9993,59009
66009/63361,9983,63361
66101/66359,9979,66359
54009/55121,9975,55121
78061/77031,9969,77031
16011/17041,9955,17041
77031/77281,9948,77281
76449/75009,9941,75009
50011/50021,9931,50021
84031/84211,9928,84211
47559/46009,9924,46009
97019/96049,9914,96049
84009/84569,9904,84569
77051/77171,9904,77171
67561/67401,9904,67401
54261/63391,9902,63391
14329/10009,9898,10009
97039/96049,9894,96049
46719/46009,9892,46009
52009/60119,9891,60119
84331/84009,9890,84009
54081/54009,9887,54009
60269/60159,9885,60159
81111/92169,9884,92169
50179/50038,9883,50038
43319/17179,9877,17179
54009/66421,9864,66421
84119/85091,9857,85091
60269/52009,9857,52009
66429/54009,9856,54009
54011/54241,9855,54241
54009/54281,9850,54281
52009/61101,9849,61101
46419/46009,9848,46009
83109/92049,9846,92049
16991/17171,9840,17171
76221/98301,9834,98301
10099/10079,9832,10079
76049/76141,9825,76141
75351/46009,9820,46009
63399/54269,9815,54269
46369/46009,9808,46009
58219/58531,9806,58531
17171/43311,9803,43311
21681/22009,9798,22009
59191/59161,9797,59161
64241/64009,9796,64009
59049/59751,9787,59751
78061/77009,9785,77009
66359/62049,9778,62049
84009/84241,9777,84241
84009/84411,9777,84411
43541/43571,9772,43571
10161/10599,9771,10599
67671/67009,9764,67009
46219/46009,9762,46009
22009/22439,9760,22439
22009/27141,9753,27141
43501/43009,9748,43009
15161/15191,9744,15191
64541/64341,9744,64341
22009/22361,9731,22361
45369/44031,9725,44031
65191/65149,9722,65149
17049/16019,9716,16019
17171/43501,9711,43501
52139/52009,9709,52009
18071/17121,9708,17121
28009/20191,9700,20191
50229/52009,9697,52009
46009/47651,9693,47651
11161/19011,9687,19011
75089/75151,9685,75151
54381/54269,9682,54269
96169/96121,9678,96121
52009/50161,9674,50161
64009/63379,9667,63379
28289/28009,9631,28009
47111/58119,9623,58119
28009/46101,9621,46101
28009/20269,9620,20269
14239/10018,9619,10018
67409/67569,9612,67569
60221/80109,9611,80109
27131/22009,9606,22009
46009/46841,9598,46841
59141/59111,9595,59111
66009/66041,9588,66041
62041/66351,9587,66351
81081/70041,9560,70041
20319/17171,9558,17171
84009/46009,9554,46009
27361/22009,9551,22009
65069/67409,9531,67409
54009/54071,9512,54071
59611/59079,9512,59079
66009/66329,9509,66329
10369/14141,9505,14141
57129/59159,9503,59159
17009/20281,9498,20281
21071/28009,9494,28009
65141/65199,9490,65199
43189/42159,9489,42159
40229/40209,9486,40209
76141/46009,9477,46009
76099/75009,9474,75009
44539/45291,9472,45291
43589/43579,9469,43579
17179/12061,9466,12061
65009/65139,9461,65139
46999/46639,9454,46639
59139/59009,9451,59009
54081/53231,9435,53231
28401/21449,9424,21449
77009/77191,9423,77191
81011/81031,9419,81031
75101/75009,9418,75009
44531/44479,9417,44479
28009/20181,9416,20181
44589/44009,9412,44009
45009/22009,9411,22009
54439/54399,9400,54399
28091/21681,9399,21681
44511/44009,9397,44009
59129/59689,9394,59689
52171/52351,9391,52351
59469/59009,9389,59009
64009/62261,9385,62261
64449/64381,9382,64381
42151/43191,9362,43191
59079/58169,9362,58169
46009/46831,9357,46831
83101/71099,9357,71099
47539/46009,9355,46009
11021/11161,9352,11161
50251/50081,9338,50081
59111/46779,9335,46779
22009/23189,9332,23189
75009/76069,9328,76069
67009/59079,9310,59079
67391/67401,9309,67401
53359/53231,9307,53231
59461/59009,9307,59009
58211/46739,9305,46739
92061/92239,9302,92239
75051/96289,9301,96289
64541/64479,9295,64479
43411/43441,9294,43441
84259/84009,9292,84009
17171/20031,9287,20031
67601/66489,9287,66489
43419/43531,9277,43531
84111/84009,9274,84009
59411/59009,9273,59009
14049/14129,9269,14129
43009/43571,9264,43571
28091/21439,9262,21439
80101/60051,9257,60051
64419/64009,9256,64009
59281/59161,9255,59161
22009/27011,9254,27011
52501/52009,9252,52009
82139/81189,9237,81189
44259/44281,9234,44281
16189/17171,9229,17171
11009/11369,9229,11369
46109/46029,9223,46029
53239/53249,9221,53249
27531/22009,9219,22009
84359/84231,9217,84231
50991/52009,9215,52009
75009/76459,9210,76459
75009/76349,9200,76349
22009/28391,9199,28391
76361/76199,9198,76199
52009/52191,9190,52191
46679/46008,9183,46008
70371/71119,9182,71119
96281/75009,9174,75009
76239/75009,9166,75009
59073/59751,9163,59751
11041/11161,9162,11161
29021/28009,9159,28009
77009/78151,9157,78151
60161/52009,9151,52009
66351/63191,9150,63191
46009/46861,9145,46861
84459/84009,9133,84009
75009/96129,9129,96129
59399/59569,9129,59569
21621/28091,9128,28091
19039/19099,9126,19099
44009/44591,9116,44591
59571/59009,9111,59009
46779/46649,9108,46649
28491/22009,9104,22009
45009/44701,9103,44701
28519/28499,9102,28499
66301/66009,9102,66009
82061/72021,9099,72021
22009/22309,9083,22309
77009/78139,9078,78139
45009/44811,9076,44811
55169/54009,9075,54009
53389/53009,9066,53009
43579/43809,9059,43809
54009/54459,9057,54459
44221/46009,9055,46009
58251/58279,9040,58279
59009/59231,9038,59231
54479/54399,9021,54399
76251/75009,9019,75009
76199/65191,9007,65191
17171/17051,8994,17051
78201/77321,8989,77321
76069/95109,8985,95109
82071/81129,8982,81129
54209/54261,8979,54261
67009/67259,8973,67259
70089/70281,8967,70281
46179/46159,8962,46159
67209/67009,8959,67009
81081/70031,8956,70031
72069/82009,8955,82009
65009/75359,8953,75359
78131/77009,8950,77009
47579/46009,8946,46009
84511/84009,8940,84009
66489/66351,8939,66351
75009/75311,8937,75311
24009/24259,8931,24259
58211/46489,8927,46489
75089/75339,8923,75339
92241/81129,8917,81129
46009/44229,8912,44229
96189/96161,8910,96161
75339/75081,8905,75081
54261/54301,8902,54301
43009/43669,8901,43669
64561/64549,8899,64549
10079/10018,8898,10018
64009/64339,8889,64339
59521/58211,8883,58211
42151/42171,8879,42171
84009/84129,8877,84129
45309/45321,8873,45321
11169/11059,8872,11059
82069/82049,8872,82049
67129/67409,8868,67409
46069/46521,8862,46521
44739/44211,8858,44211
17239/17071,8857,17071
64491/64419,8854,64419
84471/84009,8853,84009
54371/54289,8850,54289
83081/84031,8848,84031
52009/52201,8843,52201
72061/84009,8837,84009
28009/28441,8825,28441
44031/44099,8823,44099
17171/43611,8821,43611
65009/65069,8820,65069
28009/28571,8811,28571
67381/67401,8809,67401
52009/52441,8804,52441
65061/65199,8797,65199
63381/64009,8797,64009
28681/17179,8792,17179
58111/58169,8791,58169
84209/84231,8788,84231
17009/20341,8784,20341
67009/67439,8782,67439
75051/76101,8778,76101
14509/14009,8775,14009
30021/44539,8771,44539
23499/24129,8770,24129
77039/77059,8769,77059
76199/75009,8767,75009
54419/54009,8767,54009
42051/12109,8757,12109
46931/46779,8751,46779
61039/70039,8733,70039
52009/50221,8733,50221
92041/92229,8729,92229
22009/21689,8727,21689
84009/82049,8724,82049
84381/84009,8724,84009
84009/84511,8719,84511
28409/28519,8718,28519
82032/82061,8718,82061
46219/46239,8711,46239
46009/46331,8709,46331
46009/47811,8709,47811
43531/28009,8708,28009
10199/10169,8677,10169
61061/61101,8677,61101
66459/55509,8676,55509
22009/22021,8671,22021
84039/84559,8671,84559
17041/17161,8665,17161
53121/54011,8656,54011
16019/15229,8647,15229
45329/44031,8646,44031
46779/46009,8645,46009
53231/52031,8644,52031
67009/67191,8639,67191
24009/24041,8637,24041
21551/28091,8637,28091
41081/42041,8635,42041
67609/67209,8633,67209
58349/58211,8633,58211
64009/64489,8631,64489
65061/65009,8628,65009
58211/58389,8619,58389
78051/77009,8618,77009
54211/54009,8616,54009
46009/46771,8614,46771
22521/27531,8613,27531
75319/75009,8605,75009
77181/77009,8602,77009
85091/85071,8596,85071
15041/11511,8595,11511
52419/52009,8594,52009
54419/54399,8589,54399
54389/66389,8577,66389
59759/59041,8576,59041
46459/46009,8575,46009
44271/44009,8575,44009
17009/16189,8573,16189
84031/84289,8572,84289
84009/84579,8570,84579
28009/43539,8565,43539
27341/22009,8563,22009
46779/46879,8558,46879
67739/67609,8555,67609
28091/22009,8555,22009
46799/46008,8550,46008
46281/46771,8550,46771
84269/84009,8532,84009
59261/59159,8531,59159
47599/47579,8528,47579
54299/54009,8522,54009
54489/54399,8519,54399
92041/92071,8515,92071
47599/47559,8507,47559
11169/11019,8502,11019
17041/17071,8502,17071
14119/14239,8500,14239
76051/65009,8500,65009
53339/53009,8485,53009
80069/80049,8481,80049
22009/27449,8479,27449
71139/71111,8475,71111
46389/46521,8475,46521
66489/54269,8474,54269
83301/83101,8473,83101
65009/65221,8469,65221
58151/47049,8468,47049
92239/84009,8466,84009
46069/46591,8458,46591
59049/95109,8455,95109
42031/42051,8453,42051
77289/78069,8452,78069
46771/46471,8449,46471
11169/11049,8443,11049
62131/63391,8426,63391
61101/52009,8425,52009
55131/55509,8424,55509
67409/65809,8418,65809
76409/75009,8413,75009
64401/67609,8412,67609
46009/57119,8411,57119
77009/77331,8397,77331
66489/66359,8395,66359
63039/63281,8393,63281
64549/64249,8389,64249
24549/24009,8385,24009
43811/42099,8384,42099
55119/55509,8381,55509
28009/28561,8370,28561
23231/24009,8366,24009
43241/43271,8365,43271
22009/22069,8356,22069
52359/52179,8355,52179
23499/24581,8352,24581
57071/59079,8348,59079
54349/54399,8347,54399
63241/63039,8345,63039
45469/45321,8341,45321
84221/84231,8328,84231
14241/10201,8325,10201
17009/16159,8324,16159
46261/46009,8310,46009
84039/84029,8310,84029
22009/27181,8307,27181
43341/28009,8303,28009
44539/44251,8302,44251
75009/76241,8293,76241
44031/44629,8292,44629
59291/59161,8289,59161
63199/66359,8289,66359
62221/62139,8288,62139
84039/94031,8282,94031
80031/80251,8273,80251
59073/59049,8268,59049
83101/72061,8267,72061
77221/77009,8264,77009
46009/46209,8257,46209
64471/64009,8253,64009
64489/55509,8252,55509
67621/67609,8249,67609
96121/76031,8248,76031
64541/64339,8247,64339
45061/46521,8246,46521
83119/92049,8244,92049
22009/27071,8243,27071
43251/43271,8240,43271
59569/59319,8237,59319
17171/28031,8234,28031
50229/50991,8231,50991
55179/55189,8227,55189
14119/14031,8227,14031
46779/46069,8225,46069
54359/54399,8225,54399
28641/17179,8210,17179
17179/16991,8209,16991
19051/11361,8207,11361
12099/17171,8201,17171
46661/46779,8199,46779
84501/84009,8198,84009
50209/50038,8196,50038
76069/96289,8194,96289
28009/28071,8184,28071
44009/44491,8181,44491
83311/83101,8174,83101
43439/43419,8174,43419
59421/59411,8171,59411
45361/44531,8165,44531
83062/84581,8162,84581
25781/24719,8157,24719
76341/75009,8156,75009
81181/92111,8156,92111
80101/60031,8153,60031
10291/11141,8152,11141
45321/45361,8144,45361
45421/44009,8143,44009
14269/10009,8143,10009
28009/28551,8141,28551
92249/92041,8135,92041
59619/59049,8131,59049
64231/64541,8126,64541
84009/84211,8124,84211
16151/17171,8122,17171
64439/64381,8121,64381
54439/54009,8121,54009
76079/75059,8117,75059
70049/81089,8113,81089
14231/14141,8111,14141
76141/75281,8105,75281
75009/75039,8103,75039
21699/28099,8097,28099
92171/81189,8092,81189
75009/97171,8089,97171
45489/44031,8088,44031
14169/14129,8084,14129
52559/52161,8084,52161
67279/67401,8083,67401
75009/76071,8083,76071
44009/45291,8076,45291
