PATH,TOTAL_TRIPS,BusStopCode
14121/15161,1786,15161
84251/76101,1786,76101
45139/45099,1785,45099
83111/71099,1785,71099
71131/72071,1785,72071
46341/46371,1785,46371
52009/54311,1785,54311
47079/46129,1785,46129
66421/64009,1784,64009
43539/43179,1784,43179
96389/84101,1784,84101
50171/52451,1784,52451
24009/23281,1784,23281
65199/75369,1783,75369
66271/66029,1783,66029
59049/67391,1783,67391
84031/94051,1783,94051
83119/84031,1783,84031
72021/84009,1783,84009
52079/40019,1783,40019
65199/96401,1783,96401
59009/14141,1783,14141
60161/59009,1782,59009
82061/71079,1782,71079
57129/95109,1782,95109
46219/46521,1782,46521
85091/96311,1781,96311
52331/52321,1781,52321
67009/66539,1781,66539
54009/70171,1780,70171
84131/84009,1780,84009
63249/64151,1780,64151
54009/55081,1780,55081
71011/71041,1780,71041
58259/58531,1780,58531
95109/76089,1780,76089
76249/76079,1779,76079
54201/55201,1779,55201
21549/22009,1779,22009
66579/64481,1779,64481
70089/70271,1779,70271
75009/77071,1778,77071
53361/53029,1778,53029
96121/76089,1778,76089
12069/17179,1778,17179
73041/71071,1778,71071
67579/59009,1778,59009
67009/68029,1778,68029
54049/54019,1778,54019
10161/14539,1777,14539
66349/53231,1777,53231
24009/27529,1777,27529
80091/81011,1777,81011
10209/10359,1776,10359
21591/21429,1776,21429
52081/60211,1776,60211
44041/45321,1776,45321
52059/52331,1776,52331
10011/10051,1776,10051
54311/54331,1775,54331
84491/71139,1775,71139
75059/84529,1775,84529
17171/20081,1775,20081
28529/28469,1775,28469
70081/72039,1775,72039
67601/64119,1775,64119
64119/64471,1774,64471
21241/28249,1774,28249
59111/58379,1774,58379
59059/55031,1774,55031
10161/11439,1774,11439
67261/76139,1773,76139
40111/41021,1773,41021
64101/59041,1773,59041
82032/84021,1773,84021
66031/66359,1773,66359
54349/54009,1772,54009
64201/77339,1772,77339
40059/40189,1772,40189
43181/28299,1772,28299
98019/76249,1772,76249
43191/22009,1771,22009
54381/54571,1771,54571
59061/59009,1771,59009
14161/11511,1771,11511
15149/14129,1770,14129
44221/59009,1770,59009
65191/46229,1770,46229
65031/67369,1770,67369
78101/77021,1770,77021
17009/17051,1770,17051
66481/67449,1770,67449
22009/21759,1770,21759
44291/44079,1770,44079
59611/58211,1770,58211
81169/84009,1770,84009
22171/22529,1770,22529
83101/71201,1769,71201
60251/60179,1769,60179
44041/45469,1769,45469
11009/10299,1769,10299
64059/64019,1769,64019
27241/22529,1769,22529
59089/59139,1769,59139
65191/67241,1769,67241
66481/66491,1769,66491
56059/55509,1769,55509
45399/44009,1768,44009
27369/28519,1768,28519
15169/14169,1768,14169
64549/64141,1768,64141
81049/81081,1768,81081
83111/71139,1768,71139
59581/59411,1768,59411
29139/20299,1768,20299
84491/82009,1767,82009
65009/65149,1767,65149
11051/11369,1767,11369
43169/43291,1767,43291
22171/22009,1766,22009
78109/78059,1766,78059
63381/64079,1766,64079
11141/11519,1765,11519
95069/76109,1765,76109
67009/84361,1765,84361
59161/59101,1765,59101
54281/54481,1764,54481
77059/78069,1764,78069
64009/67249,1764,67249
28519/28059,1764,28059
91091/84009,1764,84009
27521/24009,1763,24009
65011/65199,1763,65199
10389/10379,1763,10379
46109/28299,1763,28299
55509/54039,1763,54039
84019/81129,1763,81129
28461/28399,1763,28399
10291/11551,1762,11551
76109/96139,1762,96139
58009/58081,1762,58081
41139/11119,1762,11119
96329/96301,1762,96301
53389/52361,1762,52361
52169/52139,1762,52139
59009/59731,1761,59731
76101/76219,1761,76219
75051/76199,1761,76199
53421/53239,1761,53239
22521/27251,1761,27251
28659/44459,1760,44459
76101/76441,1760,76441
52451/40189,1760,40189
65199/77279,1759,77279
11261/17009,1759,17009
83131/81129,1759,81129
58349/58361,1759,58361
44291/44511,1759,44511
55159/54009,1758,54009
66541/64009,1758,64009
45329/44009,1758,44009
84021/84239,1757,84239
58151/47059,1757,47059
54479/53231,1757,53231
50229/52109,1757,52109
52021/52361,1757,52361
67409/64489,1757,64489
52009/50159,1756,50159
52509/60221,1756,60221
84481/84701,1756,84701
96101/65191,1756,65191
11519/18101,1755,18101
52059/52371,1755,52371
40371/43571,1755,43571
59711/59171,1755,59171
70221/60119,1754,60119
84629/72031,1754,72031
59291/59091,1754,59091
43579/43339,1754,43339
22469/23041,1754,23041
72011/72021,1754,72021
42151/28699,1753,28699
65069/64029,1753,64029
53239/54031,1753,54031
46009/46151,1753,46151
42099/42239,1753,42239
40311/43009,1753,43009
75351/46639,1753,46639
10011/10071,1752,10071
96059/85099,1752,85099
59073/64119,1752,64119
19019/11199,1752,11199
10169/40181,1751,40181
54199/54219,1751,54219
65009/65169,1751,65169
53239/54211,1751,54211
44111/44089,1750,44089
66291/66009,1750,66009
65009/67441,1750,67441
17239/16159,1750,16159
84049/83099,1750,83099
28679/28649,1750,28649
54009/65069,1750,65069
97331/75009,1750,75009
28701/17179,1749,17179
64041/67129,1749,67129
56201/55509,1749,55509
52109/40189,1749,40189
66371/66309,1749,66309
52269/52139,1748,52139
46009/44219,1748,44219
77289/95029,1748,95029
65191/64461,1748,64461
28511/27431,1748,27431
95069/76249,1748,76249
95159/98011,1748,98011
10141/14389,1748,14389
14141/17121,1748,17121
46641/46671,1748,46671
54219/53049,1748,53049
54289/54181,1747,54181
44259/44041,1747,44041
52051/66009,1747,66009
75159/84351,1747,84351
46069/46241,1747,46241
28089/17009,1747,17009
28321/28491,1747,28491
58539/58251,1746,58251
71139/70221,1746,70221
30031/45009,1746,45009
85091/96031,1746,96031
44041/46069,1746,46069
59389/59719,1746,59719
62139/52279,1746,52279
46009/59279,1746,59279
76221/97141,1745,97141
96011/75009,1745,75009
17171/20159,1745,20159
84501/84489,1744,84489
95109/95129,1744,95129
84121/84029,1744,84029
10191/10281,1743,10281
11169/14369,1743,14369
43009/42089,1743,42089
78069/78059,1743,78059
44641/44771,1743,44771
13191/40181,1743,40181
82049/81219,1743,81219
76421/76439,1743,76439
64469/65009,1743,65009
22009/43409,1743,43409
43431/42159,1743,42159
22009/20129,1742,20129
25551/24701,1742,24701
59569/59309,1742,59309
75059/65191,1742,65191
59079/58209,1741,58209
52509/52369,1741,52369
17009/42301,1741,42301
75009/71099,1741,71099
76101/78201,1741,78201
14029/10018,1740,10018
71209/71091,1740,71091
67189/78109,1740,78109
77361/77009,1740,77009
84059/92049,1740,92049
43759/28289,1740,28289
92051/92239,1739,92239
76099/76061,1739,76061
14119/14229,1739,14229
55149/54261,1739,54261
84061/84661,1739,84661
47571/58259,1738,58259
54009/55051,1738,55051
10009/10429,1738,10429
62131/63211,1738,63211
52291/52009,1738,52009
10281/11161,1738,11161
20201/29029,1738,29029
67219/67479,1738,67479
81109/70251,1738,70251
65191/64411,1737,64411
59199/59261,1737,59261
54261/66461,1737,66461
96121/76099,1737,76099
43411/43271,1737,43271
67141/63039,1737,63039
59049/77339,1737,77339
77051/65191,1737,65191
21089/21591,1737,21591
98181/77009,1736,77009
65009/95109,1736,95109
43268/43161,1736,43161
50171/50221,1736,50221
47111/59009,1736,59009
77009/98199,1736,98199
40011/40271,1736,40271
78069/78089,1736,78089
42301/42091,1736,42091
92061/84009,1736,84009
21579/28009,1735,28009
21179/17179,1735,17179
83029/82049,1735,82049
91069/80271,1735,80271
53121/53349,1735,53349
10131/17171,1734,17171
65009/58211,1734,58211
28321/22009,1734,22009
11169/10109,1734,10109
59439/59111,1733,59111
52509/52389,1733,52389
75059/60119,1733,60119
75009/92079,1733,92079
63289/63229,1732,63229
55509/56209,1732,56209
84359/84639,1732,84639
63291/53009,1732,53009
84621/75341,1731,75341
72011/72059,1731,72059
76231/95151,1731,95151
98011/78079,1731,78079
52361/52079,1731,52079
98049/98101,1731,98101
44671/44301,1730,44301
96289/96169,1730,96169
59049/77289,1730,77289
75361/46009,1729,46009
11369/18021,1729,18021
60269/80109,1729,80109
64019/66009,1728,66009
44269/44331,1728,44331
75009/97151,1728,97151
82091/81119,1728,81119
75009/96159,1727,96159
76149/75059,1727,75059
59073/67181,1727,67181
59059/60119,1726,60119
10079/10151,1726,10151
28679/28639,1726,28639
84041/96259,1726,96259
52191/52171,1725,52171
54011/54281,1725,54281
28469/28449,1725,28449
11361/11169,1725,11169
66171/66009,1724,66009
53059/40019,1724,40019
59391/59171,1724,59171
15071/11361,1724,11361
76239/76089,1724,76089
28289/18079,1724,18079
50031/52049,1724,52049
73039/64541,1723,64541
76289/76119,1723,76119
70041/66381,1723,66381
45451/44091,1723,44091
15191/17321,1723,17321
46009/84351,1722,84351
21421/43349,1722,43349
65199/75241,1722,75241
53239/66091,1722,66091
46269/46471,1721,46471
52419/52181,1721,52181
95129/77281,1721,77281
24009/24339,1721,24339
66071/61039,1721,61039
59111/58309,1721,58309
54261/66471,1720,66471
96059/96161,1720,96161
11141/11009,1720,11009
47601/59119,1720,59119
46419/46559,1720,46559
64009/95109,1720,95109
65091/65139,1720,65139
84521/76051,1719,76051
14329/14161,1719,14161
25151/24519,1719,24519
11419/11389,1719,11389
25791/24719,1719,24719
76059/84049,1718,84049
67049/59041,1718,59041
77009/97039,1718,97039
53009/53179,1718,53179
64039/64349,1718,64349
65009/64069,1718,64069
27169/22009,1718,22009
93039/92049,1718,92049
21459/28409,1718,28409
77289/77249,1718,77249
43019/42109,1718,42109
76289/75209,1717,75209
53041/54241,1717,54241
84061/96259,1717,96259
26349/24009,1717,24009
76071/76301,1717,76301
85021/84009,1717,84009
14381/10149,1716,10149
66479/54399,1716,54399
76461/75009,1716,75009
85079/84039,1716,84039
64479/66529,1716,66529
28289/22009,1716,22009
59009/59741,1716,59741
81171/92169,1716,92169
28099/21609,1715,21609
75231/76081,1715,76081
28099/44131,1715,44131
75349/84529,1714,84529
84029/84641,1714,84641
72021/72071,1714,72071
22009/42169,1714,42169
40119/40189,1714,40189
45131/46088,1714,46088
14381/14519,1714,14519
80109/80051,1713,80051
42151/28649,1713,28649
64019/63249,1713,63249
52341/52189,1713,52189
43061/45131,1713,45131
46891/46779,1712,46779
43699/28461,1712,28461
76141/46639,1711,46639
12121/12211,1710,12211
50031/72011,1710,72011
18071/20101,1710,20101
54411/54589,1710,54589
10071/10101,1709,10101
76091/95109,1709,95109
64611/54248,1709,54248
46631/76191,1709,76191
63289/63269,1709,63269
98199/77009,1709,77009
66349/54289,1709,54289
81089/80049,1708,80049
41021/42041,1708,42041
13011/17009,1708,17009
11189/11179,1707,11179
28009/28591,1707,28591
65009/65489,1707,65489
12049/11269,1707,11269
44339/44261,1707,44261
46911/46009,1707,46009
59009/47809,1707,47809
84289/84201,1706,84201
22349/21421,1706,21421
10369/14381,1706,14381
59059/67009,1706,67009
60119/81171,1706,81171
24009/24219,1706,24219
66009/63041,1706,63041
65251/65561,1706,65561
76421/76159,1706,76159
44051/45131,1706,45131
66059/66039,1705,66039
53069/53049,1705,53049
10191/11551,1704,11551
67009/66489,1704,66489
75151/65009,1704,65009
28539/28249,1704,28249
21441/28529,1704,28529
64479/66359,1704,66359
46009/58349,1704,58349
25421/26289,1704,26289
59429/59329,1704,59329
71091/84361,1703,84361
28621/43709,1703,43709
54009/70039,1703,70039
75009/73039,1702,73039
66509/66359,1702,66359
60261/66371,1702,66371
59639/59111,1702,59111
10061/10201,1702,10201
54248/54169,1702,54169
17179/42059,1702,42059
75089/75109,1702,75109
11161/17161,1701,17161
59581/59231,1701,59231
71091/92049,1701,92049
81111/93011,1700,93011
59059/95109,1700,95109
76221/76231,1700,76231
16011/17031,1700,17031
10139/10651,1700,10651
64341/65021,1700,65021
13059/14141,1700,14141
52009/61079,1700,61079
85099/84671,1700,84671
98101/78131,1700,78131
76031/98231,1700,98231
46181/46509,1699,46509
46109/46059,1699,46059
59009/40019,1699,40019
84241/84049,1699,84049
44139/22009,1699,22009
22481/22009,1698,22009
67071/54399,1698,54399
64149/64541,1698,64541
84041/85061,1698,85061
82119/92169,1698,92169
24239/24009,1698,24009
66519/54399,1698,54399
46471/47071,1698,47071
82069/82109,1697,82109
52171/52439,1697,52439
47071/47811,1697,47811
48131/54241,1697,54241
92071/85091,1697,85091
28009/28529,1697,28529
15161/20251,1697,20251
85091/85051,1697,85051
59111/58291,1697,58291
59759/59079,1696,59079
15221/17041,1696,17041
28399/21619,1696,21619
44779/44869,1696,44869
65199/77209,1696,77209
75351/65149,1696,65149
62019/70289,1696,70289
98101/77179,1696,77179
63311/63249,1696,63249
84339/84449,1696,84449
44149/22009,1695,22009
42051/43531,1695,43531
58009/58321,1695,58321
46979/46339,1695,46339
21601/28519,1695,28519
75009/84039,1695,84039
84009/72051,1694,72051
92111/92121,1694,92121
63059/66371,1694,66371
84259/84349,1694,84349
68031/68111,1694,68111
60251/60221,1694,60221
84119/84109,1693,84109
62141/62059,1693,62059
58151/58149,1693,58149
63039/52189,1693,52189
46009/83109,1693,83109
67209/65199,1692,65199
75159/75051,1692,75051
66331/66009,1692,66009
28291/43751,1692,43751
44261/40209,1692,40209
45071/46101,1692,46101
64499/66009,1692,66009
84479/84701,1691,84701
96049/96161,1691,96161
44861/44301,1691,44301
44221/40019,1691,40019
28659/44129,1691,44129
60081/60119,1691,60119
81111/92209,1691,92209
77009/75239,1690,75239
75229/65009,1690,65009
66489/54579,1690,54579
83119/84009,1690,84009
76101/76451,1690,76451
63211/64111,1690,64111
52329/72011,1689,72011
22009/28621,1689,28621
42319/52509,1689,52509
46801/46881,1689,46881
84009/64111,1689,64111
43419/28401,1689,28401
28509/17009,1689,17009
94059/84039,1689,84039
46659/46399,1688,46399
59009/55019,1688,55019
40189/13199,1688,13199
76231/76261,1688,76261
43649/44141,1688,44141
10041/10081,1688,10081
18071/20021,1688,20021
28009/16099,1688,16099
43619/18079,1688,18079
81171/92111,1688,92111
54009/54611,1687,54611
76211/76109,1687,76109
25701/25771,1687,25771
47819/47079,1687,47079
42089/42071,1687,42071
13209/10209,1686,10209
56049/54009,1686,54009
44739/59009,1686,59009
71091/84011,1686,84011
81119/62031,1686,62031
75009/82029,1686,82029
75221/96289,1685,96289
63241/63329,1685,63329
28329/28631,1685,28631
43161/43741,1685,43741
75009/76281,1685,76281
44631/44771,1684,44771
17091/17161,1684,17161
52009/66061,1684,66061
10291/11579,1684,11579
84681/84009,1684,84009
59569/59511,1684,59511
10429/10599,1683,10599
14009/14491,1683,14491
48051/59119,1683,59119
46761/75009,1683,75009
11361/11401,1683,11401
67489/53231,1683,53231
52039/53229,1683,53229
28511/22491,1683,22491
58121/47119,1683,47119
75281/65191,1682,65191
75059/82049,1682,82049
77021/77331,1682,77331
22009/23279,1682,23279
72011/84501,1682,84501
43991/45131,1682,45131
28521/21449,1682,21449
31051/44009,1682,44009
63341/71091,1681,71091
93111/84009,1681,84009
66381/54079,1681,54079
76191/76259,1681,76259
75031/76141,1681,76141
95129/92079,1681,92079
54261/62231,1681,62231
90021/80141,1681,80141
95109/59111,1680,59111
60221/80071,1680,80071
64339/55509,1680,55509
46009/46659,1680,46659
42051/17171,1680,17171
66109/54289,1680,54289
28639/28449,1680,28449
46771/46799,1680,46799
80109/92041,1679,92041
28441/28491,1679,28491
28461/21429,1679,21429
96301/96121,1679,96121
81189/81179,1679,81179
52359/52189,1679,52189
60269/60119,1679,60119
10161/11519,1679,11519
93019/92079,1679,92079
78101/77031,1679,77031
43009/43561,1679,43561
66351/66319,1679,66319
44251/40239,1678,40239
21431/21599,1678,21599
65089/75359,1678,75359
17121/17141,1678,17141
58009/58269,1678,58269
64079/65179,1678,65179
71209/71109,1678,71109
59039/55189,1678,55189
94031/85099,1678,85099
60269/52501,1678,52501
48011/48131,1678,48131
28401/27441,1677,27441
63071/83109,1677,83109
76141/67601,1677,67601
76241/99009,1677,99009
44021/46521,1677,46521
18121/19089,1677,19089
59049/67251,1677,67251
47819/46469,1676,46469
84021/84129,1676,84129
95159/76109,1676,76109
40031/40041,1676,40041
58389/46009,1676,46009
95159/76131,1676,76131
85069/84049,1676,84049
46009/46799,1675,46799
72019/82029,1675,82029
25171/24519,1675,24519
54009/71071,1675,71071
64009/71071,1675,71071
67009/72059,1675,72059
76191/76089,1675,76089
20299/17069,1674,17069
53351/53049,1674,53049
84009/82069,1674,82069
71101/71201,1674,71201
44211/44261,1674,44261
52009/50231,1674,50231
67329/67489,1674,67489
57111/58299,1674,58299
71079/63241,1673,63241
76259/76429,1673,76429
47619/46399,1673,46399
28511/28571,1673,28571
44331/45009,1673,45009
17329/16239,1673,16239
63349/64411,1673,64411
96219/96221,1672,96221
21599/21579,1672,21579
44811/44329,1672,44329
64541/54659,1672,54659
61009/60269,1672,60269
54181/55509,1672,55509
52271/53381,1672,53381
13121/13171,1672,13171
10201/15049,1672,15049
66379/63289,1672,63289
43239/43009,1672,43009
63241/54379,1672,54379
22009/21049,1672,21049
59351/59131,1671,59131
85099/94049,1671,94049
66551/64619,1671,64619
60069/60089,1671,60089
44079/43529,1671,43529
76031/78101,1671,78101
18081/11361,1670,11361
75009/76371,1670,76371
13059/10389,1670,10389
64119/71091,1669,71091
19039/11189,1669,11189
84031/96181,1669,96181
76421/76351,1669,76351
10451/10169,1669,10169
41021/11109,1669,11109
84031/96051,1669,96051
59009/55041,1669,55041
53041/59009,1669,59009
65071/65161,1668,65161
10169/13141,1668,13141
44491/44621,1668,44621
43311/43511,1668,43511
63209/66351,1668,66351
44029/42319,1667,42319
58531/59259,1667,59259
84211/75051,1667,75051
21591/21451,1667,21451
59431/59009,1667,59009
28299/28501,1667,28501
17321/28241,1667,28241
78081/76039,1666,76039
56039/53029,1666,53029
28671/42169,1666,42169
70051/52009,1666,52009
63221/64321,1666,64321
92049/60121,1666,60121
92049/92101,1666,92101
43189/43699,1666,43699
76101/78111,1666,78111
64111/66459,1666,66459
43069/17179,1665,17179
67441/66489,1665,66489
83111/72011,1665,72011
55221/55189,1665,55189
84049/92049,1665,92049
44539/30039,1665,30039
84511/84471,1665,84471
84369/84491,1664,84491
70281/62051,1664,62051
75009/75221,1664,75221
21429/27341,1664,27341
99009/76249,1664,76249
80011/80071,1663,80071
28461/28091,1663,28091
47591/58271,1663,58271
41069/51071,1663,51071
14129/14069,1663,14069
92061/92229,1663,92229
43361/43381,1663,43381
84011/75009,1663,75009
58109/59119,1662,59119
75259/60119,1662,60119
66009/63201,1662,63201
14039/14389,1662,14389
81119/62051,1662,62051
84009/84641,1662,84641
43699/28061,1662,28061
64009/64021,1661,64021
54509/54399,1661,54399
83291/82009,1661,82009
78171/77171,1661,77171
92119/80159,1661,80159
54219/50038,1661,50038
84201/75151,1661,75151
68111/68101,1660,68101
10201/11539,1660,11539
65171/65289,1660,65289
91051/92111,1659,92111
14039/14269,1659,14269
22009/21541,1659,21541
80031/92111,1659,92111
81219/80089,1659,80089
76101/95129,1659,95129
84031/85101,1659,85101
59209/59119,1659,59119
64009/63081,1659,63081
21429/21371,1658,21371
54391/67471,1658,67471
63031/64341,1658,64341
96251/75059,1657,75059
54248/53231,1657,53231
20131/28439,1657,28439
44041/45131,1657,45131
60199/80071,1657,80071
96161/85079,1657,85079
65191/64009,1657,64009
43009/43241,1657,43241
14239/10049,1657,10049
53239/54201,1657,54201
59091/59521,1657,59521
76121/75089,1656,75089
59251/46779,1656,46779
59049/59501,1656,59501
95151/95109,1656,95109
59291/59131,1656,59131
65191/46779,1655,46779
15051/11021,1655,11021
70039/80089,1655,80089
92241/92161,1655,92161
64419/64361,1655,64361
17009/13019,1655,13019
59073/55031,1655,55031
81171/92189,1654,92189
71169/70221,1654,70221
68119/46339,1654,46339
83101/84499,1653,84499
96201/96161,1653,96161
65331/65251,1653,65251
67409/67649,1653,67649
55509/54049,1653,54049
50991/52479,1653,52479
54081/54101,1652,54101
66331/84031,1652,84031
70059/81111,1652,81111
28009/17149,1652,17149
66371/63381,1652,63381
11361/11019,1652,11019
77009/77111,1652,77111
84569/83099,1652,83099
44161/44029,1652,44029
63089/54009,1651,54009
63341/63249,1651,63249
14141/20239,1651,20239
44339/44329,1651,44329
50991/52071,1651,52071
44029/43109,1651,43109
84669/84049,1651,84049
53289/53381,1650,53381
22141/22491,1650,22491
66339/54299,1650,54299
14031/10161,1650,10161
54009/66379,1650,66379
10359/10009,1650,10009
44259/44169,1650,44169
54261/71081,1650,71081
62239/63241,1650,63241
70231/70241,1650,70241
46281/57119,1650,57119
92051/83101,1650,83101
57071/59119,1649,59119
58251/47569,1649,47569
76189/76169,1649,76169
53351/53069,1649,53069
44259/45301,1649,45301
80319/80299,1649,80299
71131/72021,1649,72021
80259/80159,1648,80159
44009/49031,1648,49031
17009/14129,1648,14129
48119/45069,1648,45069
58329/58211,1648,58211
59111/58111,1648,58111
28441/43379,1648,43379
50189/50169,1648,50169
66271/66041,1648,66041
44229/43129,1648,43129
75081/84209,1647,84209
52189/11019,1647,11019
21591/28499,1647,28499
84009/83049,1647,83049
57119/57029,1647,57029
44349/44301,1646,44301
76311/76351,1646,76351
71011/71021,1646,71021
19089/17161,1646,17161
43009/43699,1646,43699
55381/55189,1645,55189
52161/52299,1645,52299
77051/59041,1645,59041
59099/67009,1645,67009
97301/75009,1645,75009
70349/60219,1645,60219
15139/18251,1645,18251
52261/53239,1645,53239
78109/76239,1645,76239
60081/60071,1644,60071
64169/64541,1644,64541
44269/43491,1644,43491
45139/49101,1644,49101
18309/11361,1644,11361
70251/70211,1644,70211
58279/47599,1644,47599
10191/11529,1644,11529
43229/42159,1644,42159
28401/28499,1644,28499
75149/75241,1644,75241
70301/62071,1644,62071
54391/54429,1643,54429
10199/10239,1643,10239
40101/50031,1643,50031
67009/67399,1643,67399
47619/47579,1643,47579
52009/52371,1643,52371
54009/67231,1642,67231
20109/17169,1642,17169
54589/53231,1642,53231
14119/10111,1642,10111
60229/60139,1641,60139
78059/76109,1641,76109
84119/76101,1641,76101
55169/55119,1641,55119
71099/54009,1641,54009
63309/63239,1641,63239
64419/63321,1641,63321
17171/28491,1641,28491
42071/43181,1641,43181
54247/59009,1641,59009
44239/44291,1641,44291
54451/54049,1641,54049
28511/27461,1641,27461
84009/64389,1640,64389
46069/46339,1640,46339
14281/14059,1640,14059
64339/64489,1640,64489
42019/41089,1640,41089
71099/64111,1640,64111
64029/63039,1640,63039
75239/60119,1640,60119
45131/46021,1639,46021
42071/43419,1639,43419
76199/67601,1639,67601
75341/76131,1639,76131
60141/60179,1639,60179
77009/77029,1639,77029
83062/84051,1639,84051
72041/72019,1639,72019
43581/43641,1638,43641
75081/75349,1638,75349
84649/84119,1638,84119
92059/81189,1637,81189
84471/76061,1637,76061
77331/72031,1637,72031
59009/59141,1637,59141
68119/67551,1636,67551
52361/50038,1636,50038
83131/83062,1636,83062
92101/92121,1636,92121
63369/66009,1636,66009
46399/46069,1636,46069
53341/53129,1635,53129
77271/84481,1635,84481
10079/10059,1635,10059
70101/70121,1635,70121
44389/45009,1635,45009
85091/76051,1635,76051
28329/43381,1635,43381
54039/40019,1634,40019
77009/98171,1634,98171
84259/84309,1634,84309
84301/84591,1634,84591
80089/14141,1634,14141
65009/77289,1634,77289
66381/54241,1634,54241
43699/28631,1634,28631
59179/59209,1633,59209
76121/62071,1633,62071
60209/52009,1633,52009
59119/95109,1633,95109
66099/53009,1633,53009
84009/82179,1633,82179
64609/54399,1633,54399
52279/40019,1633,40019
10329/10169,1632,10169
98139/77009,1632,77009
76239/96161,1632,96161
67441/67601,1632,67601
16199/17171,1632,17171
21211/28391,1632,28391
52059/52179,1631,52179
75231/76131,1631,76131
93029/92079,1631,92079
84009/14121,1630,14121
24641/24009,1630,24009
15199/14129,1630,14129
63249/63071,1629,63071
59139/59109,1629,59109
52361/40019,1629,40019
43189/20109,1629,20109
28511/28009,1629,28009
92121/93071,1629,93071
53389/54311,1628,54311
84391/84421,1628,84421
63291/70299,1628,70299
58529/58251,1628,58251
77021/65191,1628,65191
19071/18111,1628,18111
22009/27219,1627,27219
52359/52009,1627,52009
44009/44231,1627,44231
59239/59249,1627,59249
84261/96101,1627,96101
54019/53199,1626,53199
66371/63011,1626,63011
75351/64009,1626,64009
10051/10081,1626,10081
10201/13041,1626,13041
10209/14049,1626,14049
59389/59639,1626,59639
76051/75139,1626,75139
28009/28371,1626,28371
27219/27199,1626,27199
50031/53051,1625,53051
18051/18089,1625,18089
76099/96289,1625,96289
24681/24009,1625,24009
14331/14279,1625,14279
71139/70211,1624,70211
60119/80031,1624,80031
64071/64359,1624,64359
76231/76351,1624,76351
28091/21771,1624,21771
58279/46009,1624,46009
52369/52051,1624,52051
46109/47711,1624,47711
59619/65199,1624,65199
50169/52071,1623,52071
40231/44341,1623,44341
66009/66051,1623,66051
28491/28521,1623,28521
46509/46101,1623,46101
75009/98091,1623,98091
14351/14279,1623,14279
52009/71161,1623,71161
64541/66541,1623,66541
95061/75009,1623,75009
14041/10341,1623,10341
64381/84009,1622,84009
57139/59073,1622,59073
96181/76031,1622,76031
58509/58251,1622,58251
66349/54248,1622,54248
64249/63071,1622,63071
55201/59041,1622,59041
50059/50019,1622,50019
21661/21449,1622,21449
65019/63039,1622,63039
75009/75381,1622,75381
84009/93159,1622,93159
96101/76051,1621,76051
76069/84009,1621,84009
75009/84029,1621,84029
64009/71081,1621,71081
72061/84351,1621,84351
52269/52179,1621,52179
66131/62189,1621,62189
25111/24519,1621,24519
66351/63031,1621,63031
84401/84421,1621,84421
66389/63101,1621,63101
14169/14139,1620,14139
84059/84559,1620,84559
98101/65191,1620,65191
54631/54269,1620,54269
59581/59241,1620,59241
67361/65031,1620,65031
77019/77009,1620,77009
28201/43141,1620,43141
62141/63299,1620,63299
52199/52189,1620,52189
46529/47111,1620,47111
17009/11019,1619,11019
82032/72011,1619,72011
96161/84069,1619,84069
63281/66371,1619,66371
22449/22499,1619,22499
52009/80051,1619,80051
83049/83101,1619,83101
52341/52079,1619,52079
53419/53009,1618,53009
83101/46521,1618,46521
10061/10071,1618,10071
63241/64479,1618,64479
44159/28299,1618,28299
64491/64331,1618,64331
44141/46009,1618,46009
63049/66351,1618,66351
28291/43539,1618,43539
67189/59079,1618,59079
76241/97141,1617,97141
84051/75009,1617,75009
59041/46779,1617,46779
50031/53389,1617,53389
99131/85099,1617,85099
17079/14129,1617,14129
59321/59421,1617,59421
41041/42041,1616,42041
59039/75009,1616,75009
54019/53139,1616,53139
44251/12109,1616,12109
78221/78059,1615,78059
52009/53371,1615,53371
27219/21379,1615,21379
44249/44291,1615,44291
53129/51089,1615,51089
28451/28491,1615,28491
64561/63039,1615,63039
75259/84481,1615,84481
92111/92141,1615,92141
14349/14009,1615,14009
98109/97039,1614,97039
78061/63039,1614,63039
40091/41021,1614,41021
63061/64009,1614,64009
84061/96169,1614,96169
84041/84249,1613,84249
53041/53061,1613,53061
44669/44869,1613,44869
76109/96159,1613,96159
59111/59511,1613,59511
75081/76191,1613,76191
24009/23079,1613,23079
60159/60121,1612,60121
63099/64231,1612,64231
77009/76191,1612,76191
10379/14519,1612,14519
59049/67051,1612,67051
45329/45239,1612,45239
63039/52279,1611,52279
46629/46371,1611,46371
50991/52409,1611,52409
10241/11141,1611,11141
10009/10179,1610,10179
60139/80031,1610,80031
92049/66351,1610,66351
10021/14141,1610,14141
59281/59091,1610,59091
54579/54389,1610,54389
70149/60089,1610,60089
82109/80101,1610,80101
11059/10009,1610,10009
44689/44499,1610,44499
77051/63039,1609,63039
76151/76421,1609,76421
65809/67489,1609,67489
21671/28009,1608,28009
54359/53231,1608,53231
53051/59009,1608,59009
59091/58539,1608,58539
46069/58129,1608,58129
68111/68091,1608,68091
52361/52239,1608,52239
84489/77339,1608,77339
75009/95041,1607,95041
85099/92079,1607,92079
54009/56041,1607,56041
64611/67449,1607,67449
11189/10139,1606,10139
26331/25429,1606,25429
63221/67159,1606,67159
55229/55309,1606,55309
21429/22341,1606,22341
76191/97011,1605,97011
