country,mode,values
Australia,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Philippines,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
France,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Mexico,"General purpose charting libraries (plotly, highcharts)",0.0
Australia,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Switzerland,"General purpose charting libraries (plotly, highcharts)",0.0
South Africa,"General purpose charting libraries (plotly, highcharts)",0.0
Spain,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
India,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Germany,"General purpose charting libraries (plotly, highcharts)",0.0
Spain,"General purpose charting libraries (plotly, highcharts)",0.0
Germany,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Pakistan,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Poland,"General purpose charting libraries (plotly, highcharts)",0.0
United Kingdom,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
India,"General purpose charting libraries (plotly, highcharts)",0.0
Italy,"General purpose charting libraries (plotly, highcharts)",0.0
United Kingdom,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
Netherlands,"General purpose charting libraries (plotly, highcharts)",0.0
France,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Spain,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
Finland,"General purpose charting libraries (plotly, highcharts)",0.0
United Kingdom,"General purpose charting libraries (plotly, highcharts)",0.0
Switzerland,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Egypt,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Germany,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Belarus,"General purpose charting libraries (plotly, highcharts)",0.0
Australia,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Italy,"General purpose charting libraries (plotly, highcharts)",0.0
Austria,"General purpose charting libraries (plotly, highcharts)",0.0
Mexico,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Venezuela,"General purpose charting libraries (plotly, highcharts)",0.0
Belgium,"General purpose charting libraries (plotly, highcharts)",1.0
Singapore,"General purpose charting libraries (plotly, highcharts)",0.0
South Africa,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Poland,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Spain,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
United Kingdom,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Germany,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
Israel,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Canada,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",1.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Argentina,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Brazil,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
Scotland,"General purpose charting libraries (plotly, highcharts)",1.0
Mexico,"General purpose charting libraries (plotly, highcharts)",1.0
Not specified,"General purpose charting libraries (plotly, highcharts)",0.0
USA,"General purpose charting libraries (plotly, highcharts)",0.0
Finland,"General purpose charting libraries (plotly, highcharts)",0.0
Not specified,"General purpose charting libraries (plotly, highcharts)",1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Tanzania,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Greece,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Australia,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Vietnam,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Vietnam,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Spain,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Not specified,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
El Salvador,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Chile,Hand-crafted in a graphics editor (Illustrator),1.0
Sweden,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Argentina,Hand-crafted in a graphics editor (Illustrator),0.0
Greece,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
Spain,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Australia,Hand-crafted in a graphics editor (Illustrator),0.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
India,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Luxembourg,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
Germany,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Germany,Hand-crafted in a graphics editor (Illustrator),0.0
Australia,Hand-crafted in a graphics editor (Illustrator),0.0
Italy,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Peru,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Japan,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Brazil,Hand-crafted in a graphics editor (Illustrator),0.0
South Africa,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Ireland,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Germany,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
Europe,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Brazil,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Singapore,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Belgium,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
Brazil,Hand-crafted in a graphics editor (Illustrator),1.0
Italy,Hand-crafted in a graphics editor (Illustrator),1.0
Hong Kong ,Hand-crafted in a graphics editor (Illustrator),1.0
France,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Argentina,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Malaysia,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
Spain,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
New Zealand,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Brazil,Hand-crafted in a graphics editor (Illustrator),1.0
Spain,Hand-crafted in a graphics editor (Illustrator),0.0
New Zealand,Hand-crafted in a graphics editor (Illustrator),0.0
Russia,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Brazil,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
Hungary,Hand-crafted in a graphics editor (Illustrator),1.0
Sweden,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Russia,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Finland,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
Not specified,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Turkey,Hand-crafted in a graphics editor (Illustrator),0.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),1.0
Denmark,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Germany,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
South Africa,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Netherlands,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Estonia,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
Russia,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
Switzerland,Hand-crafted in a graphics editor (Illustrator),1.0
Brazil,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
India,Hand-crafted in a graphics editor (Illustrator),1.0
France,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
Ireland,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
India,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Italy,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Colombia,Hand-crafted in a graphics editor (Illustrator),1.0
Italy,Hand-crafted in a graphics editor (Illustrator),0.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
Netherlands,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Hungary,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Kenya,Hand-crafted in a graphics editor (Illustrator),0.0
Tunisia,Hand-crafted in a graphics editor (Illustrator),0.0
Brazil,Hand-crafted in a graphics editor (Illustrator),1.0
Italy,Hand-crafted in a graphics editor (Illustrator),1.0
Belgium,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
Germany,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
India,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Chile,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Netherlands,Hand-crafted in a graphics editor (Illustrator),0.0
Japan,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Kuwait,Hand-crafted in a graphics editor (Illustrator),0.0
Australia,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Kenya,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Australia,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Sweden,Hand-crafted in a graphics editor (Illustrator),1.0
Italy,Hand-crafted in a graphics editor (Illustrator),0.0
Netherlands,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Colombia,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
Slovenia,Hand-crafted in a graphics editor (Illustrator),0.0
Mexico,Hand-crafted in a graphics editor (Illustrator),1.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
Canada,Hand-crafted in a graphics editor (Illustrator),1.0
Not specified,Hand-crafted in a graphics editor (Illustrator),0.0
Spain,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
Switzerland,Hand-crafted in a graphics editor (Illustrator),1.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Argentina,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),1.0
France,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Hungary,Hand-crafted in a graphics editor (Illustrator),1.0
Australia,Hand-crafted in a graphics editor (Illustrator),0.0
Uganda,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
Canada,Hand-crafted in a graphics editor (Illustrator),0.0
United Kingdom,Hand-crafted in a graphics editor (Illustrator),0.0
Dominican Republic,Hand-crafted in a graphics editor (Illustrator),0.0
USA,Hand-crafted in a graphics editor (Illustrator),0.0
